Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 6158.0 1922.0 0.53
2 1 241.0 3 2905.0 1510.0 1.85
3 2 242.0 3 1569.0 8523.0 1.75
4 6 246.0 3 402.0 2113.0 0.68
5 7 247.0 3 5660.0 7670.0 0.9
6 9 249.0 3 5612.0 2871.0 1.78
7 9 249.0 3 3798.0 6362.0 1.54
8 10 250.0 3 5904.0 1297.0 2.0
9 11 251.0 3 4418.0 5632.0 1.98
10 14 254.0 3 782.0 4499.0 0.85
11 14 254.0 3 1028.0 4061.0 0.81
12 15 255.0 3 6961.0 2890.0 0.87
13 17 257.0 3 2647.0 4435.0 1.77
14 17 257.0 3 5863.0 2002.0 1.75
15 19 259.0 3 1406.0 5221.0 0.99
16 19 259.0 3 1092.0 9493.0 1.27
17 21 261.0 3 9020.0 7076.0 0.99
18 23 263.0 3 4310.0 1419.0 1.1
19 23 263.0 3 9711.0 4284.0 0.5
20 24 264.0 3 4663.0 3626.0 1.04
21 27 267.0 3 2551.0 976.0 0.75
22 29 269.0 3 7380.0 7961.0 1.05
23 29 269.0 3 7943.0 9734.0 0.75
24 34 274.0 3 4652.0 7446.0 0.32
25 36 276.0 3 8605.0 3694.0 1.86
26 37 277.0 3 8678.0 8236.0 1.62
27 37 277.0 3 4726.0 1374.0 0.94
28 39 279.0 3 770.0 9388.0 0.45
29 39 279.0 3 2244.0 3144.0 0.57
30 39 279.0 3 9220.0 7451.0 1.86
31 39 279.0 3 8827.0 5085.0 1.13
32 41 281.0 3 4492.0 37.0 0.94
33 43 283.0 3 9667.0 5557.0 1.68
34 46 286.0 3 9403.0 8702.0 1.23
35 49 289.0 3 2809.0 22.0 0.8
36 53 293.0 3 4510.0 7565.0 1.78
37 55 295.0 3 6535.0 742.0 1.99
38 55 295.0 3 4448.0 6433.0 0.57
39 56 296.0 3 5780.0 1109.0 1.57
40 57 297.0 3 3779.0 4983.0 1.08
41 57 297.0 3 939.0 4003.0 0.88
42 57 297.0 3 4532.0 2961.0 0.45
43 59 299.0 3 3889.0 4677.0 0.91
44 59 299.0 3 1596.0 2796.0 1.8
45 60 300.0 3 2398.0 7314.0 0.35
46 61 301.0 3 3866.0 6090.0 1.78
47 63 303.0 3 6541.0 4695.0 1.54
48 64 304.0 3 2202.0 171.0 0.44
49 64 304.0 3 2042.0 1804.0 1.03
50 64 304.0 3 9297.0 7488.0 1.29
51 66 306.0 3 5965.0 348.0 0.43
52 69 309.0 3 5798.0 68.0 1.5
53 69 309.0 3 2734.0 462.0 1.22
54 71 311.0 3 1721.0 3131.0 1.41
55 71 311.0 3 7626.0 7092.0 1.36
56 73 313.0 3 475.0 9830.0 0.4
57 73 313.0 3 5491.0 382.0 0.59
58 75 315.0 3 1571.0 4713.0 1.34
59 75 315.0 3 37.0 4131.0 1.57
60 75 315.0 3 2972.0 7714.0 1.37
61 76 316.0 3 7007.0 50.0 0.8
62 77 317.0 3 3434.0 7671.0 0.74
63 79 319.0 3 3027.0 7286.0 1.75
64 84 324.0 3 1121.0 7660.0 1.86
65 84 324.0 3 4667.0 7160.0 1.31
66 85 325.0 3 5322.0 2638.0 1.31
67 85 325.0 3 379.0 6385.0 0.63
68 86 326.0 3 3342.0 2045.0 1.3
69 87 327.0 3 4427.0 5573.0 1.44
70 92 332.0 3 5584.0 4525.0 1.77
71 92 332.0 3 2840.0 5285.0 1.72
72 96 336.0 3 1052.0 2662.0 1.4
73 104 344.0 3 366.0 5228.0 0.49
74 105 345.0 3 4269.0 4011.0 0.77
75 106 346.0 3 8064.0 974.0 1.79
76 109 349.0 3 8545.0 8134.0 1.0
77 110 350.0 3 1537.0 629.0 0.84
78 111 351.0 3 5807.0 6217.0 1.99
79 112 352.0 3 8169.0 3207.0 0.31
80 112 352.0 3 4209.0 9289.0 0.86
81 113 353.0 3 4159.0 2622.0 0.32
82 114 354.0 3 3253.0 9649.0 0.41
83 118 358.0 3 4131.0 3670.0 1.66
84 119 359.0 3 3491.0 4788.0 1.86
85 119 359.0 3 8124.0 2117.0 0.87
86 120 360.0 3 5977.0 429.0 0.87
87 122 362.0 3 2779.0 4365.0 1.74
88 124 364.0 3 4611.0 8453.0 0.43
89 124 364.0 3 1330.0 5792.0 1.22
90 124 364.0 3 6395.0 5681.0 1.74
91 124 364.0 3 546.0 2347.0 1.95
92 125 365.0 3 2591.0 1484.0 1.88
93 126 366.0 3 5210.0 8326.0 1.95
94 132 372.0 3 3841.0 7444.0 0.52
95 132 372.0 3 5313.0 7838.0 1.44
96 133 373.0 3 9967.0 7555.0 0.52
97 135 375.0 3 7836.0 946.0 0.93
98 138 378.0 3 5784.0 7908.0 0.38
99 139 379.0 3 597.0 5537.0 0.72
100 139 379.0 3 6262.0 1401.0 1.24
101 139 379.0 3 1849.0 2703.0 1.63
102 140 380.0 3 8414.0 935.0 0.58
103 142 382.0 3 3987.0 6505.0 1.28
104 143 383.0 3 2576.0 7731.0 0.83
105 144 384.0 3 7128.0 7541.0 1.22
106 144 384.0 3 2769.0 7952.0 0.67
107 146 386.0 3 5998.0 9040.0 1.72
108 149 389.0 3 7398.0 1572.0 1.6
109 152 392.0 3 2891.0 8530.0 0.92
110 154 394.0 3 9221.0 9500.0 0.8
111 156 396.0 3 1466.0 7454.0 1.61
112 156 396.0 3 6218.0 6879.0 0.9
113 156 396.0 3 5154.0 7656.0 2.0
114 158 398.0 3 5189.0 2391.0 1.83
115 162 402.0 3 5040.0 7023.0 0.71
