Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 5622.0 56.0 0.82
2 3 243.0 3 1973.0 7333.0 1.15
3 4 244.0 3 4012.0 1550.0 1.78
4 5 245.0 3 5891.0 9396.0 0.5
5 6 246.0 3 7601.0 2267.0 1.37
6 8 248.0 3 7504.0 4371.0 0.51
7 9 249.0 3 3244.0 3683.0 1.25
8 10 250.0 3 8131.0 8524.0 1.19
9 15 255.0 3 4618.0 8936.0 0.5
10 15 255.0 3 8670.0 8792.0 1.61
11 18 258.0 3 4299.0 3719.0 0.72
12 19 259.0 3 4255.0 5998.0 0.69
13 20 260.0 3 6777.0 1662.0 1.13
14 20 260.0 3 8432.0 9170.0 1.21
15 20 260.0 3 3084.0 9816.0 0.82
16 21 261.0 3 4998.0 2650.0 1.29
17 24 264.0 3 1324.0 5481.0 1.43
18 24 264.0 3 2303.0 919.0 0.52
19 26 266.0 3 4379.0 4321.0 1.07
20 29 269.0 3 3880.0 8526.0 1.35
21 31 271.0 3 6297.0 2252.0 1.12
22 31 271.0 3 6575.0 4603.0 0.86
23 32 272.0 3 6445.0 1744.0 1.35
24 33 273.0 3 9562.0 7361.0 1.0
25 36 276.0 3 3058.0 5000.0 1.66
26 36 276.0 3 1422.0 4670.0 1.33
27 38 278.0 3 9708.0 2151.0 1.09
28 39 279.0 3 4303.0 1685.0 0.38
29 40 280.0 3 1216.0 6047.0 0.57
30 40 280.0 3 9972.0 5648.0 0.8
31 41 281.0 3 2497.0 4262.0 1.05
32 43 283.0 3 4329.0 7639.0 0.48
33 43 283.0 3 6607.0 2108.0 1.79
34 45 285.0 3 2267.0 6858.0 0.54
35 45 285.0 3 5071.0 7427.0 1.49
36 46 286.0 3 502.0 3824.0 0.39
