Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 2 242.0 3 7522.0 4359.0 1.04
2 6 246.0 3 2583.0 1998.0 0.75
3 8 248.0 3 9797.0 6870.0 1.59
4 8 248.0 3 3428.0 7045.0 1.63
5 9 249.0 3 6132.0 7246.0 1.95
6 11 251.0 3 3766.0 8620.0 0.6
7 11 251.0 3 4591.0 8945.0 0.89
8 12 252.0 3 389.0 989.0 0.45
9 14 254.0 3 1801.0 2816.0 1.58
10 18 258.0 3 4339.0 4821.0 1.35
11 18 258.0 3 7932.0 4121.0 0.31
12 19 259.0 3 6299.0 7822.0 1.83
13 19 259.0 3 6270.0 6160.0 0.66
14 20 260.0 3 514.0 7548.0 1.31
15 23 263.0 3 1504.0 3401.0 1.95
16 23 263.0 3 740.0 5198.0 1.28
17 25 265.0 3 8626.0 4703.0 0.45
18 27 267.0 3 7710.0 8715.0 0.65
19 27 267.0 3 7487.0 9894.0 0.8
20 29 269.0 3 8317.0 7131.0 1.43
21 29 269.0 3 7721.0 2062.0 0.59
22 31 271.0 3 9231.0 5374.0 1.52
23 31 271.0 3 4507.0 1161.0 1.62
24 33 273.0 3 6225.0 8303.0 0.46
25 33 273.0 3 4141.0 8128.0 1.63
26 34 274.0 3 3354.0 9563.0 0.68
27 34 274.0 3 4671.0 6846.0 1.61
28 38 278.0 3 3736.0 1988.0 0.75
29 39 279.0 3 3978.0 6422.0 0.4
30 42 282.0 3 4177.0 6968.0 0.84
31 42 282.0 3 4662.0 1426.0 1.36
32 42 282.0 3 7676.0 950.0 1.04
33 43 283.0 3 3893.0 6420.0 1.41
34 44 284.0 3 9531.0 4269.0 1.76
35 44 284.0 3 2904.0 679.0 1.64
36 46 286.0 3 7034.0 8453.0 1.9
