Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 6119.0 6730.0 0.38
2 4 244.0 3 7929.0 4720.0 0.81
3 4 244.0 3 5767.0 2775.0 0.8
4 7 247.0 3 7006.0 8944.0 1.79
5 8 248.0 3 3509.0 6091.0 1.61
6 8 248.0 3 5497.0 2008.0 1.27
7 9 249.0 3 5664.0 7089.0 0.69
8 10 250.0 3 5027.0 6565.0 1.67
9 11 251.0 3 7007.0 7528.0 0.34
10 12 252.0 3 6303.0 6982.0 1.74
11 14 254.0 3 2350.0 6916.0 0.82
12 16 256.0 3 8537.0 3320.0 1.38
13 23 263.0 3 5077.0 4081.0 1.9
14 24 264.0 3 4044.0 4910.0 0.84
15 25 265.0 3 5343.0 6220.0 1.73
16 27 267.0 3 1849.0 3188.0 0.45
17 27 267.0 3 4102.0 2942.0 1.63
18 28 268.0 3 5484.0 8657.0 0.72
19 29 269.0 3 2305.0 3294.0 0.52
20 31 271.0 3 4617.0 661.0 0.55
21 32 272.0 3 1914.0 5170.0 1.18
22 35 275.0 3 4956.0 3486.0 1.32
23 38 278.0 3 3709.0 2500.0 1.22
24 38 278.0 3 1896.0 7173.0 1.88
25 38 278.0 3 9776.0 1147.0 0.63
26 43 283.0 3 7823.0 5966.0 1.47
27 44 284.0 3 6713.0 1257.0 1.87
28 44 284.0 3 7612.0 2679.0 0.41
29 44 284.0 3 1882.0 7685.0 1.84
30 48 288.0 3 8599.0 7909.0 0.48
31 49 289.0 3 8877.0 3718.0 1.6
32 50 290.0 3 7194.0 5789.0 0.46
33 53 293.0 3 6801.0 2985.0 1.34
