Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 3395.0 5218.0 0.95
2 4 244.0 3 1693.0 358.0 0.62
3 8 248.0 3 5862.0 5025.0 0.8
4 8 248.0 3 5527.0 9691.0 1.23
5 9 249.0 3 8616.0 4002.0 0.68
6 10 250.0 3 1949.0 4540.0 1.7
7 11 251.0 3 2108.0 6440.0 1.7
8 11 251.0 3 4807.0 4365.0 1.85
9 11 251.0 3 3997.0 9501.0 1.39
10 11 251.0 3 5135.0 6155.0 1.49
11 16 256.0 3 6031.0 7632.0 0.81
12 16 256.0 3 7511.0 4152.0 1.52
13 16 256.0 3 4064.0 5272.0 1.7
14 17 257.0 3 9706.0 4811.0 1.82
15 18 258.0 3 7529.0 5957.0 1.44
16 19 259.0 3 5461.0 5993.0 1.8
17 22 262.0 3 9238.0 4131.0 1.92
18 22 262.0 3 1936.0 2410.0 0.94
19 23 263.0 3 6845.0 4674.0 0.46
20 23 263.0 3 3551.0 4863.0 0.67
21 25 265.0 3 7591.0 4531.0 0.8
22 25 265.0 3 3876.0 5575.0 1.83
23 26 266.0 3 6829.0 8965.0 0.56
24 26 266.0 3 5711.0 4123.0 0.57
25 27 267.0 3 1716.0 4624.0 1.62
26 29 269.0 3 2794.0 4784.0 0.4
27 29 269.0 3 5416.0 2760.0 1.2
28 30 270.0 3 5645.0 2566.0 1.57
29 31 271.0 3 7482.0 3480.0 0.55
30 33 273.0 3 6322.0 4502.0 0.54
31 33 273.0 3 3392.0 4175.0 0.67
32 35 275.0 3 4833.0 5761.0 1.67
33 36 276.0 3 1460.0 9482.0 1.29
34 37 277.0 3 4524.0 2942.0 1.21
35 38 278.0 3 7167.0 1591.0 0.9
36 38 278.0 3 7806.0 8867.0 1.75
37 39 279.0 3 6724.0 6522.0 0.32
38 43 283.0 3 6625.0 9637.0 0.44
39 46 286.0 3 5000.0 4495.0 0.67
40 46 286.0 3 6044.0 3646.0 1.81
41 46 286.0 3 5354.0 2231.0 1.35
42 48 288.0 3 5221.0 6125.0 1.14
43 49 289.0 3 4046.0 4850.0 1.28
44 50 290.0 3 7778.0 1433.0 0.52
45 50 290.0 3 6869.0 1634.0 0.88
46 52 292.0 3 2261.0 7208.0 1.45
47 57 297.0 3 389.0 3459.0 1.23
48 57 297.0 3 5845.0 6591.0 0.57
49 59 299.0 3 2910.0 7452.0 1.71
50 59 299.0 3 1758.0 2861.0 0.71
51 60 300.0 3 7502.0 6592.0 1.82
52 61 301.0 3 4001.0 6153.0 0.88
53 62 302.0 3 7264.0 8990.0 1.15
54 65 305.0 3 4012.0 8019.0 0.66
55 65 305.0 3 5126.0 7724.0 0.57
56 71 311.0 3 4014.0 6144.0 0.31
57 73 313.0 3 5610.0 1677.0 1.65
58 74 314.0 3 8049.0 2494.0 1.67
59 75 315.0 3 5304.0 5413.0 1.24
60 75 315.0 3 3666.0 4878.0 1.44
61 76 316.0 3 10344.0 6170.0 1.5
62 76 316.0 3 5471.0 -263.0 1.62
63 79 319.0 3 4203.0 5206.0 1.7
64 80 320.0 3 7854.0 9209.0 1.26
65 81 321.0 3 4254.0 4017.0 1.55
66 84 324.0 3 2899.0 2754.0 1.76
67 85 325.0 3 7729.0 3341.0 1.69
68 86 326.0 3 5916.0 2303.0 0.88
69 87 327.0 3 3363.0 4364.0 1.14
70 90 330.0 3 4180.0 2530.0 0.69
71 94 334.0 3 4487.0 8745.0 0.43
72 95 335.0 3 4335.0 1108.0 1.98
73 98 338.0 3 6614.0 4175.0 1.77
74 98 338.0 3 2582.0 8083.0 0.92
75 102 342.0 3 4313.0 5245.0 0.5
76 102 342.0 3 5835.0 5455.0 0.31
77 109 349.0 3 6330.0 10222.0 0.88
78 112 352.0 3 2497.0 5183.0 1.23
79 114 354.0 3 3661.0 4913.0 0.46
80 114 354.0 3 8599.0 3996.0 1.78
81 118 358.0 3 7237.0 6678.0 1.72
82 119 359.0 3 3551.0 3959.0 0.72
83 119 359.0 3 5845.0 6090.0 1.63
84 122 362.0 3 4119.0 5077.0 1.92
85 124 364.0 3 6393.0 5181.0 0.82
86 125 365.0 3 2778.0 8511.0 1.95
87 125 365.0 3 3592.0 4935.0 1.12
88 126 366.0 3 6658.0 2158.0 0.74
89 126 366.0 3 -117.0 3752.0 1.29
90 128 368.0 3 1616.0 6173.0 1.6
91 133 373.0 3 5318.0 4787.0 1.89
92 134 374.0 3 8441.0 8645.0 1.36
93 136 376.0 3 4113.0 5388.0 1.35
94 136 376.0 3 7241.0 5350.0 0.96
95 136 376.0 3 5327.0 5572.0 0.77
96 137 377.0 3 8908.0 4491.0 1.39
97 139 379.0 3 6355.0 4736.0 1.79
98 139 379.0 3 6025.0 6859.0 1.16
99 143 383.0 3 1917.0 7797.0 0.4
100 145 385.0 3 3401.0 9657.0 1.01
101 147 387.0 3 7148.0 6019.0 1.97
102 148 388.0 3 4012.0 3493.0 1.96
103 148 388.0 3 5657.0 3997.0 0.45
104 149 389.0 3 6897.0 7746.0 1.59
105 150 390.0 3 1507.0 4484.0 1.55
106 152 392.0 3 5413.0 3568.0 0.73
107 152 392.0 3 4317.0 1447.0 0.94
108 157 397.0 3 33.0 5029.0 1.15
109 158 398.0 3 4251.0 1820.0 1.95
110 158 398.0 3 5646.0 5798.0 1.13
111 158 398.0 3 7670.0 2820.0 1.16
112 158 398.0 3 4805.0 5938.0 1.16
113 160 400.0 3 5384.0 8791.0 0.86
114 160 400.0 3 3681.0 8912.0 1.98
115 165 405.0 3 3546.0 1142.0 1.49
116 166 406.0 3 133.0 4457.0 0.79
117 166 406.0 3 4149.0 616.0 0.78
118 167 407.0 3 10641.0 4224.0 1.03
119 167 407.0 3 4802.0 10241.0 0.66
120 172 412.0 3 6215.0 8114.0 0.91
121 172 412.0 3 3642.0 5865.0 1.55
122 172 412.0 3 1699.0 3501.0 1.93
123 174 414.0 3 6693.0 2180.0 0.37
124 175 415.0 3 2725.0 4968.0 0.71
125 175 415.0 3 6275.0 2163.0 1.75
126 176 416.0 3 2011.0 2572.0 0.81
127 177 417.0 3 5449.0 6775.0 0.42
128 178 418.0 3 5286.0 5556.0 1.42
129 181 421.0 3 7152.0 5382.0 1.95
130 181 421.0 3 2757.0 3314.0 1.66
131 181 421.0 3 9457.0 3651.0 0.65
132 182 422.0 3 8149.0 4293.0 1.72
133 182 422.0 3 6076.0 4975.0 0.67
134 183 423.0 3 8689.0 5102.0 0.7
135 184 424.0 3 3659.0 9323.0 1.7
136 184 424.0 3 2692.0 5097.0 1.21
137 186 426.0 3 3202.0 4402.0 1.51
138 187 427.0 3 9156.0 7150.0 0.82
139 187 427.0 3 6167.0 4100.0 1.16
140 187 427.0 3 6220.0 2136.0 1.77
141 191 431.0 3 2751.0 3475.0 1.08
142 195 435.0 3 4142.0 5705.0 1.36
143 195 435.0 3 5076.0 9464.0 1.0
144 196 436.0 3 6965.0 2570.0 0.87
145 196 436.0 3 4296.0 4958.0 0.87
146 196 436.0 3 5531.0 8648.0 1.66
147 196 436.0 3 82.0 7005.0 0.51
148 198 438.0 3 2045.0 2484.0 1.23
149 199 439.0 3 5722.0 7027.0 0.96
150 199 439.0 3 8654.0 6268.0 0.58
151 201 441.0 3 5224.0 4720.0 1.56
152 201 441.0 3 5569.0 299.0 1.78
153 202 442.0 3 3626.0 5838.0 1.91
154 204 444.0 3 4543.0 1729.0 1.97
