Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 1957.0 5502.0 0.82
2 0 240.0 3 8564.0 2012.0 1.99
3 1 241.0 3 6155.0 9743.0 0.93
4 4 244.0 3 352.0 5693.0 1.41
5 4 244.0 3 3426.0 6758.0 0.59
6 6 246.0 3 4783.0 6051.0 0.41
7 8 248.0 3 4602.0 4824.0 1.47
8 10 250.0 3 8341.0 4009.0 1.51
9 17 257.0 3 485.0 3331.0 1.66
10 17 257.0 3 3012.0 4056.0 0.99
11 23 263.0 3 3115.0 9920.0 0.36
12 24 264.0 3 2615.0 6376.0 1.12
13 25 265.0 3 5341.0 2532.0 0.37
14 26 266.0 3 5075.0 8522.0 0.79
15 26 266.0 3 3098.0 6670.0 0.38
16 29 269.0 3 -482.0 6348.0 1.06
17 30 270.0 3 2000.0 3397.0 1.08
18 32 272.0 3 3844.0 3738.0 1.31
19 35 275.0 3 3415.0 3474.0 0.53
20 36 276.0 3 4082.0 1056.0 1.45
21 37 277.0 3 8164.0 9256.0 1.34
22 38 278.0 3 4592.0 7338.0 1.33
23 40 280.0 3 4775.0 2572.0 0.32
24 42 282.0 3 5187.0 7802.0 1.86
25 43 283.0 3 8672.0 2032.0 0.91
26 45 285.0 3 7866.0 7557.0 1.25
27 46 286.0 3 5583.0 3265.0 0.69
28 47 287.0 3 6498.0 4673.0 1.5
29 48 288.0 3 666.0 7219.0 1.28
30 49 289.0 3 919.0 6646.0 1.01
31 49 289.0 3 6057.0 3660.0 1.58
32 51 291.0 3 6097.0 5211.0 0.3
33 54 294.0 3 2955.0 4527.0 1.07
34 60 300.0 3 2190.0 4517.0 1.73
35 60 300.0 3 1890.0 5857.0 0.77
36 60 300.0 3 1023.0 2801.0 1.08
37 61 301.0 3 4317.0 7240.0 1.89
38 62 302.0 3 6971.0 -473.0 1.09
39 63 303.0 3 8151.0 621.0 0.5
40 63 303.0 3 4653.0 4421.0 1.3
41 64 304.0 3 5214.0 3529.0 1.73
42 65 305.0 3 3473.0 5740.0 1.61
43 68 308.0 3 3910.0 5819.0 0.73
44 70 310.0 3 6937.0 5889.0 1.66
45 70 310.0 3 2697.0 1817.0 1.42
46 71 311.0 3 2488.0 5275.0 1.97
47 73 313.0 3 7465.0 7542.0 1.41
48 74 314.0 3 7025.0 5237.0 0.8
49 74 314.0 3 3776.0 8411.0 1.68
50 75 315.0 3 6473.0 4355.0 0.57
51 78 318.0 3 7689.0 5730.0 0.65
52 81 321.0 3 1163.0 5398.0 1.2
53 85 325.0 3 1672.0 7978.0 1.76
54 86 326.0 3 2638.0 7930.0 1.41
55 86 326.0 3 7352.0 974.0 1.28
56 90 330.0 3 8227.0 7560.0 1.5
57 92 332.0 3 2614.0 4835.0 1.39
58 95 335.0 3 8451.0 4048.0 1.36
59 97 337.0 3 6668.0 1947.0 1.87
60 98 338.0 3 2063.0 1084.0 0.44
61 99 339.0 3 2996.0 5358.0 0.42
62 101 341.0 3 3393.0 9330.0 1.06
63 101 341.0 3 7285.0 5206.0 1.47
64 102 342.0 3 8503.0 7069.0 1.59
65 102 342.0 3 6049.0 6762.0 1.62
66 102 342.0 3 4340.0 2894.0 0.54
67 103 343.0 3 2703.0 4573.0 0.47
68 104 344.0 3 6140.0 8760.0 1.54
69 110 350.0 3 9221.0 2860.0 1.09
70 110 350.0 3 6187.0 372.0 1.74
71 110 350.0 3 7728.0 2736.0 1.23
72 112 352.0 3 5180.0 5466.0 0.87
73 114 354.0 3 6331.0 5567.0 1.57
74 116 356.0 3 5381.0 3460.0 0.45
75 117 357.0 3 5606.0 7712.0 0.51
76 121 361.0 3 3272.0 4910.0 0.87
77 122 362.0 3 1494.0 9407.0 0.72
78 126 366.0 3 1504.0 4371.0 0.71
79 128 368.0 3 3399.0 6671.0 1.74
80 128 368.0 3 6550.0 5499.0 1.78
81 129 369.0 3 3973.0 226.0 1.52
82 131 371.0 3 4877.0 3842.0 1.15
83 131 371.0 3 4128.0 8031.0 0.69
84 133 373.0 3 8033.0 5805.0 1.08
85 135 375.0 3 6280.0 3844.0 1.58
86 135 375.0 3 5493.0 8262.0 0.65
87 136 376.0 3 2507.0 4646.0 1.55
88 136 376.0 3 6338.0 3219.0 1.41
89 136 376.0 3 5817.0 6459.0 0.74
90 137 377.0 3 5256.0 4915.0 1.75
91 137 377.0 3 3044.0 3506.0 1.14
92 138 378.0 3 3582.0 3572.0 0.99
93 140 380.0 3 795.0 5964.0 1.94
94 140 380.0 3 2825.0 5848.0 0.8
95 142 382.0 3 6777.0 5220.0 1.86
96 142 382.0 3 4303.0 5076.0 0.62
97 144 384.0 3 1175.0 4882.0 1.51
98 144 384.0 3 6204.0 3841.0 1.4
99 145 385.0 3 8909.0 5330.0 1.93
100 145 385.0 3 4807.0 5506.0 0.4
101 146 386.0 3 4859.0 6096.0 1.57
102 148 388.0 3 7528.0 5724.0 0.76
103 151 391.0 3 6426.0 4429.0 1.96
104 153 393.0 3 437.0 5270.0 0.58
105 153 393.0 3 863.0 7167.0 1.99
106 153 393.0 3 6821.0 3603.0 1.53
107 154 394.0 3 3888.0 6205.0 0.49
108 155 395.0 3 6404.0 8788.0 1.0
109 156 396.0 3 5936.0 6621.0 1.31
110 162 402.0 3 4760.0 5524.0 1.51
111 164 404.0 3 6129.0 3729.0 0.91
112 166 406.0 3 2843.0 1288.0 0.72
113 167 407.0 3 3098.0 3299.0 1.54
114 169 409.0 3 9288.0 6408.0 1.27
115 170 410.0 3 5328.0 3695.0 0.36
116 175 415.0 3 4179.0 6476.0 1.7
117 175 415.0 3 4217.0 5604.0 0.84
118 178 418.0 3 4829.0 6114.0 1.31
119 179 419.0 3 5430.0 3349.0 1.94
120 180 420.0 3 3542.0 211.0 0.68
121 181 421.0 3 2189.0 1324.0 1.16
122 182 422.0 3 8176.0 4287.0 0.47
123 182 422.0 3 3680.0 8454.0 1.89
124 182 422.0 3 2581.0 -812.0 0.64
125 183 423.0 3 9869.0 6432.0 1.74
126 184 424.0 3 5983.0 6247.0 1.53
127 184 424.0 3 7051.0 8980.0 0.79
128 185 425.0 3 5333.0 5738.0 1.88
129 189 429.0 3 6274.0 9163.0 1.52
130 190 430.0 3 4149.0 4598.0 0.93
131 191 431.0 3 6606.0 7342.0 1.16
132 192 432.0 3 3197.0 4436.0 0.38
133 195 435.0 3 4759.0 3462.0 0.91
134 198 438.0 3 4910.0 3219.0 1.87
135 199 439.0 3 3883.0 7082.0 0.73
136 199 439.0 3 5910.0 8180.0 1.33
137 200 440.0 3 2429.0 3294.0 0.77
138 201 441.0 3 -19.0 5731.0 1.77
139 202 442.0 3 5631.0 3753.0 1.0
140 203 443.0 3 3953.0 2834.0 0.57
141 204 444.0 3 6793.0 4616.0 0.35
142 205 445.0 3 2328.0 7363.0 1.49
143 207 447.0 3 5357.0 3742.0 0.96
144 207 447.0 3 7286.0 5390.0 1.01
145 207 447.0 3 5044.0 4633.0 1.08
146 209 449.0 3 4216.0 1420.0 0.71
147 211 451.0 3 3817.0 7173.0 0.81
148 211 451.0 3 7983.0 6736.0 1.22
149 211 451.0 3 4402.0 7147.0 0.48
150 212 452.0 3 2386.0 4254.0 0.56
151 213 453.0 3 4212.0 3323.0 0.98
152 214 454.0 3 5361.0 4459.0 1.57
153 215 455.0 3 5532.0 1686.0 0.85
154 215 455.0 3 7802.0 868.0 0.95
155 216 456.0 3 2288.0 10036.0 0.64
156 218 458.0 3 2154.0 3277.0 1.48
157 219 459.0 3 9105.0 3607.0 1.77
158 219 459.0 3 2996.0 5727.0 1.64
159 220 460.0 3 4097.0 4420.0 1.51
160 221 461.0 3 6391.0 2558.0 0.67
161 222 462.0 3 7919.0 4075.0 0.61
162 223 463.0 3 2085.0 5549.0 1.68
163 224 464.0 3 4767.0 7162.0 1.52
164 225 465.0 3 5152.0 6855.0 1.6
165 226 466.0 3 6335.0 7871.0 1.98
166 226 466.0 3 2932.0 5106.0 1.48
167 226 466.0 3 3640.0 474.0 1.49
168 226 466.0 3 4292.0 2175.0 0.82
