Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 2 242.0 3 6306.0 6853.0 0.79
2 4 244.0 3 9006.0 5316.0 1.76
3 8 248.0 3 8938.0 6912.0 1.24
4 10 250.0 3 3233.0 5965.0 1.56
5 14 254.0 3 4603.0 2315.0 1.43
6 15 255.0 3 6710.0 8635.0 1.71
7 15 255.0 3 5204.0 4420.0 0.79
8 16 256.0 3 5405.0 3726.0 1.01
9 17 257.0 3 1012.0 1358.0 0.89
10 18 258.0 3 2856.0 8304.0 0.72
11 19 259.0 3 7082.0 2176.0 1.98
12 19 259.0 3 3096.0 910.0 1.54
13 20 260.0 3 7397.0 1929.0 1.31
14 22 262.0 3 8770.0 4450.0 0.98
15 25 265.0 3 1005.0 5521.0 0.43
16 26 266.0 3 4820.0 972.0 1.59
17 27 267.0 3 1355.0 9830.0 0.85
18 28 268.0 3 6704.0 2535.0 0.83
19 29 269.0 3 4232.0 495.0 0.55
20 29 269.0 3 3585.0 9741.0 1.34
21 33 273.0 3 3621.0 2116.0 1.25
22 35 275.0 3 1773.0 2388.0 1.68
23 37 277.0 3 542.0 7871.0 0.58
24 37 277.0 3 9027.0 3732.0 2.0
25 40 280.0 3 644.0 4234.0 1.04
26 40 280.0 3 1383.0 5871.0 1.52
27 40 280.0 3 3092.0 8881.0 0.43
28 43 283.0 3 3029.0 1564.0 1.3
29 43 283.0 3 6789.0 9725.0 0.67
30 43 283.0 3 9008.0 8364.0 1.15
31 44 284.0 3 4682.0 3177.0 1.09
32 47 287.0 3 6045.0 1472.0 0.48
33 48 288.0 3 5118.0 7781.0 1.87
34 49 289.0 3 5772.0 8676.0 1.95
35 51 291.0 3 842.0 2129.0 0.93
36 52 292.0 3 5995.0 3553.0 1.75
37 53 293.0 3 1275.0 6711.0 1.18
38 58 298.0 3 8735.0 7163.0 1.91
39 59 299.0 3 3447.0 8143.0 1.22
40 62 302.0 3 5692.0 3926.0 1.95
41 65 305.0 3 7073.0 373.0 1.39
42 65 305.0 3 5848.0 6901.0 1.98
43 66 306.0 3 6401.0 1675.0 0.67
44 67 307.0 3 530.0 1442.0 0.56
45 74 314.0 3 4569.0 9701.0 0.43
46 74 314.0 3 7274.0 2353.0 0.9
47 76 316.0 3 4639.0 8866.0 1.24
48 81 321.0 3 6727.0 4985.0 1.21
49 81 321.0 3 5709.0 9165.0 1.68
50 82 322.0 3 7880.0 4482.0 1.94
51 83 323.0 3 7077.0 6205.0 0.49
52 85 325.0 3 3468.0 2188.0 0.34
53 86 326.0 3 8407.0 7628.0 1.47
54 86 326.0 3 7762.0 3583.0 1.66
55 89 329.0 3 5659.0 3801.0 1.48
56 89 329.0 3 1463.0 6309.0 1.82
57 89 329.0 3 3243.0 3502.0 1.46
58 91 331.0 3 7046.0 167.0 0.94
59 93 333.0 3 3908.0 4139.0 1.14
60 101 341.0 3 8443.0 6482.0 1.46
61 101 341.0 3 1406.0 3104.0 0.77
62 103 343.0 3 3740.0 8673.0 1.43
63 103 343.0 3 6000.0 7899.0 1.4
64 106 346.0 3 2977.0 3623.0 0.73
65 107 347.0 3 9771.0 3399.0 0.45
66 107 347.0 3 7777.0 9582.0 0.59
67 113 353.0 3 5174.0 2938.0 0.46
68 114 354.0 3 6638.0 970.0 0.53
69 114 354.0 3 4099.0 1223.0 1.41
70 116 356.0 3 5583.0 9214.0 1.46
71 122 362.0 3 6802.0 3303.0 0.49
72 124 364.0 3 4173.0 8054.0 0.66
73 126 366.0 3 7518.0 453.0 1.94
74 130 370.0 3 6605.0 2949.0 1.3
75 131 371.0 3 4568.0 4013.0 1.55
