Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 5285.0 7688.0 1.79
2 2 242.0 3 5522.0 5449.0 0.66
3 2 242.0 3 8417.0 1278.0 0.34
4 3 243.0 3 6481.0 2503.0 1.56
5 5 245.0 3 5773.0 6170.0 0.89
6 7 247.0 3 4404.0 5154.0 1.56
7 7 247.0 3 6684.0 5786.0 1.18
8 10 250.0 3 6948.0 4705.0 1.85
9 10 250.0 3 4303.0 1457.0 1.98
10 12 252.0 3 3771.0 5822.0 0.92
11 13 253.0 3 2710.0 1615.0 0.52
12 16 256.0 3 1573.0 3024.0 1.7
13 17 257.0 3 4212.0 5343.0 1.53
14 18 258.0 3 2826.0 4573.0 0.76
15 19 259.0 3 5948.0 8089.0 1.43
16 25 265.0 3 1667.0 6826.0 0.46
17 27 267.0 3 9708.0 6204.0 0.48
18 31 271.0 3 2564.0 8592.0 1.95
19 31 271.0 3 4775.0 6454.0 1.45
20 32 272.0 3 -46.0 7203.0 1.27
21 33 273.0 3 1717.0 4325.0 1.85
22 33 273.0 3 6280.0 3433.0 0.52
23 34 274.0 3 2950.0 7480.0 1.33
24 34 274.0 3 7890.0 2000.0 1.63
25 34 274.0 3 5277.0 6177.0 0.44
26 37 277.0 3 4233.0 6518.0 0.5
27 38 278.0 3 8023.0 4789.0 0.34
28 42 282.0 3 -599.0 4929.0 1.49
29 43 283.0 3 858.0 7709.0 0.62
30 44 284.0 3 1857.0 7423.0 1.98
31 44 284.0 3 3692.0 5111.0 0.89
32 45 285.0 3 1339.0 4638.0 1.21
33 45 285.0 3 5166.0 4589.0 1.41
34 46 286.0 3 6230.0 3728.0 1.25
35 46 286.0 3 4610.0 5404.0 1.76
36 47 287.0 3 3691.0 4723.0 1.85
37 48 288.0 3 9603.0 2866.0 1.48
38 48 288.0 3 2056.0 3833.0 1.99
39 49 289.0 3 2731.0 4584.0 0.59
40 49 289.0 3 7427.0 10559.0 0.7
41 50 290.0 3 7339.0 3075.0 1.41
42 50 290.0 3 4385.0 5648.0 0.6
43 54 294.0 3 7917.0 4378.0 1.99
44 54 294.0 3 5619.0 5688.0 1.1
45 54 294.0 3 7132.0 4456.0 1.8
46 54 294.0 3 6538.0 5240.0 0.45
47 55 295.0 3 5676.0 2985.0 1.14
48 55 295.0 3 6826.0 2956.0 1.58
49 56 296.0 3 3410.0 4692.0 1.45
50 59 299.0 3 6168.0 7085.0 0.69
51 60 300.0 3 5768.0 4875.0 0.57
52 60 300.0 3 5671.0 5829.0 1.89
53 63 303.0 3 4368.0 1951.0 1.01
54 63 303.0 3 5304.0 5014.0 1.93
55 63 303.0 3 1028.0 2750.0 0.3
56 66 306.0 3 6683.0 6709.0 1.07
57 71 311.0 3 4120.0 5707.0 0.7
58 71 311.0 3 3719.0 1623.0 0.79
59 74 314.0 3 3157.0 2998.0 0.4
60 80 320.0 3 -1007.0 4849.0 0.51
61 80 320.0 3 5415.0 1005.0 0.67
62 83 323.0 3 2780.0 7364.0 1.87
63 85 325.0 3 5438.0 3972.0 1.02
64 88 328.0 3 3639.0 1651.0 0.55
65 91 331.0 3 6640.0 842.0 1.56
66 92 332.0 3 4007.0 3543.0 0.58
67 96 336.0 3 4661.0 3766.0 1.69
68 98 338.0 3 2912.0 259.0 1.97
69 98 338.0 3 3947.0 6784.0 0.51
70 98 338.0 3 6069.0 3605.0 0.6
71 108 348.0 3 3404.0 3796.0 1.6
72 113 353.0 3 3558.0 5561.0 1.71
73 113 353.0 3 5827.0 5281.0 1.74
74 114 354.0 3 4804.0 5166.0 1.96
75 118 358.0 3 5675.0 4201.0 1.17
76 120 360.0 3 4525.0 8164.0 1.86
77 121 361.0 3 4235.0 3894.0 1.39
78 121 361.0 3 7376.0 4288.0 1.11
79 123 363.0 3 4588.0 7092.0 1.94
80 123 363.0 3 8509.0 7982.0 1.47
81 125 365.0 3 5201.0 5562.0 0.98
82 125 365.0 3 7972.0 4793.0 0.54
83 126 366.0 3 828.0 6480.0 1.12
84 126 366.0 3 5448.0 6241.0 1.2
85 129 369.0 3 3852.0 1736.0 1.36
86 130 370.0 3 6149.0 3873.0 1.74
87 131 371.0 3 2708.0 3244.0 0.49
88 136 376.0 3 4771.0 2183.0 0.63
89 137 377.0 3 4301.0 2028.0 0.71
90 140 380.0 3 3792.0 3019.0 1.35
91 142 382.0 3 6462.0 6928.0 1.06
92 142 382.0 3 6523.0 6262.0 1.71
93 142 382.0 3 7728.0 6379.0 1.82
94 143 383.0 3 6578.0 1964.0 0.73
95 143 383.0 3 4446.0 8115.0 1.55
96 143 383.0 3 5469.0 5784.0 0.76
97 147 387.0 3 4949.0 7868.0 1.4
98 147 387.0 3 6127.0 1679.0 0.83
99 151 391.0 3 6440.0 3630.0 1.8
100 152 392.0 3 2733.0 7506.0 0.34
101 153 393.0 3 7194.0 5858.0 0.85
102 155 395.0 3 7456.0 3793.0 0.54
103 158 398.0 3 8035.0 4419.0 1.36
104 159 399.0 3 4732.0 8931.0 0.96
105 160 400.0 3 8504.0 2332.0 0.51
106 161 401.0 3 4449.0 2407.0 0.58
107 161 401.0 3 1296.0 7523.0 0.78
108 162 402.0 3 3474.0 4938.0 1.59
109 162 402.0 3 9013.0 6213.0 1.01
110 162 402.0 3 827.0 5769.0 1.91
111 163 403.0 3 4338.0 4498.0 0.55
112 164 404.0 3 5291.0 3268.0 1.75
113 164 404.0 3 1255.0 4676.0 1.3
114 166 406.0 3 5097.0 5375.0 0.86
115 168 408.0 3 5168.0 2865.0 0.51
116 170 410.0 3 6283.0 2900.0 1.33
117 171 411.0 3 3707.0 4963.0 1.58
118 173 413.0 3 7817.0 6808.0 1.14
119 174 414.0 3 2305.0 8121.0 1.47
120 175 415.0 3 6313.0 3281.0 1.96
121 177 417.0 3 3090.0 3795.0 0.93
122 181 421.0 3 5531.0 9142.0 0.9
123 181 421.0 3 -901.0 4978.0 1.03
124 191 431.0 3 2198.0 5348.0 1.1
125 191 431.0 3 6733.0 3178.0 1.48
126 193 433.0 3 6428.0 1197.0 1.88
127 193 433.0 3 8834.0 2464.0 0.48
128 194 434.0 3 7158.0 3768.0 1.39
129 194 434.0 3 1513.0 2630.0 0.72
130 195 435.0 3 6973.0 4852.0 1.69
131 199 439.0 3 6667.0 1175.0 0.81
132 200 440.0 3 5320.0 6784.0 1.32
133 201 441.0 3 2254.0 3108.0 0.52
134 201 441.0 3 8883.0 8049.0 1.78
135 202 442.0 3 5309.0 5168.0 1.08
136 203 443.0 3 7770.0 1872.0 1.03
137 209 449.0 3 7113.0 2054.0 1.71
138 209 449.0 3 7096.0 4113.0 0.39
139 211 451.0 3 5199.0 1975.0 0.95
140 211 451.0 3 7167.0 2335.0 0.85
141 211 451.0 3 5201.0 7212.0 0.6
142 220 460.0 3 7782.0 10146.0 0.77
143 222 462.0 3 7238.0 1271.0 1.99
144 222 462.0 3 4323.0 5528.0 1.67
145 223 463.0 3 5153.0 5626.0 1.6
146 224 464.0 3 830.0 4828.0 0.78
147 226 466.0 3 4208.0 7041.0 0.99
148 228 468.0 3 5487.0 8179.0 1.77
149 230 470.0 3 2076.0 2236.0 1.93
150 232 472.0 3 5951.0 7638.0 0.74
151 233 473.0 3 7107.0 4772.0 0.78
152 235 475.0 3 5031.0 7569.0 1.58
153 236 476.0 3 295.0 6073.0 0.47
154 236 476.0 3 3491.0 3344.0 1.2
