Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 8958.0 3078.0 1.66
2 2 242.0 3 6474.0 9662.0 0.61
3 2 242.0 3 6741.0 8723.0 1.12
4 5 245.0 3 4869.0 6526.0 1.21
5 5 245.0 3 1915.0 9282.0 0.93
6 5 245.0 3 7822.0 7063.0 1.1
7 7 247.0 3 715.0 2363.0 1.72
8 9 249.0 3 6034.0 8055.0 1.35
9 10 250.0 3 9650.0 5857.0 0.32
10 10 250.0 3 7767.0 9877.0 1.11
11 11 251.0 3 7201.0 99.0 1.24
12 12 252.0 3 3000.0 8563.0 0.71
13 14 254.0 3 1315.0 4099.0 1.68
14 17 257.0 3 8807.0 4950.0 1.03
15 17 257.0 3 6357.0 7800.0 1.46
16 20 260.0 3 7270.0 6770.0 1.44
17 24 264.0 3 4588.0 4108.0 1.69
18 24 264.0 3 4230.0 5914.0 0.35
19 24 264.0 3 4694.0 7687.0 1.85
20 25 265.0 3 4493.0 3617.0 1.45
21 25 265.0 3 7263.0 1167.0 0.57
22 30 270.0 3 6295.0 6485.0 0.51
23 32 272.0 3 474.0 4449.0 1.62
24 34 274.0 3 9395.0 7500.0 0.36
25 34 274.0 3 8935.0 9708.0 0.53
26 36 276.0 3 548.0 9012.0 1.13
27 36 276.0 3 1982.0 4896.0 1.12
28 40 280.0 3 1645.0 778.0 1.36
29 41 281.0 3 4264.0 7182.0 0.39
30 43 283.0 3 7738.0 1040.0 1.7
31 43 283.0 3 6214.0 5535.0 0.35
32 44 284.0 3 4529.0 1877.0 0.88
33 46 286.0 3 1793.0 1071.0 1.58
34 48 288.0 3 4103.0 9420.0 1.06
35 48 288.0 3 3544.0 4670.0 0.88
36 54 294.0 3 6661.0 4240.0 0.96
37 54 294.0 3 6014.0 5857.0 0.42
38 56 296.0 3 6589.0 454.0 1.2
39 56 296.0 3 797.0 2292.0 0.52
40 57 297.0 3 3952.0 3095.0 1.23
41 59 299.0 3 3415.0 7283.0 0.34
42 59 299.0 3 2261.0 7692.0 0.53
43 60 300.0 3 2438.0 6784.0 0.47
44 60 300.0 3 3670.0 4423.0 1.12
45 62 302.0 3 3235.0 8259.0 0.42
46 63 303.0 3 8720.0 7644.0 1.66
47 63 303.0 3 9613.0 9482.0 0.48
48 67 307.0 3 4336.0 1370.0 1.79
49 72 312.0 3 4851.0 8077.0 0.78
50 73 313.0 3 6848.0 2936.0 0.36
51 74 314.0 3 9653.0 2134.0 1.58
52 81 321.0 3 9668.0 4145.0 1.45
53 81 321.0 3 303.0 8241.0 0.57
54 82 322.0 3 9083.0 5841.0 0.76
55 84 324.0 3 9672.0 5610.0 0.67
56 86 326.0 3 8271.0 8587.0 1.22
57 87 327.0 3 1364.0 7804.0 1.08
58 95 335.0 3 3937.0 2398.0 0.69
59 99 339.0 3 6304.0 2815.0 0.83
60 99 339.0 3 1695.0 4996.0 1.49
61 100 340.0 3 9034.0 1377.0 1.61
62 103 343.0 3 8729.0 4375.0 1.24
63 103 343.0 3 2740.0 2347.0 0.79
64 105 345.0 3 328.0 1435.0 0.41
65 106 346.0 3 1822.0 6814.0 0.99
66 108 348.0 3 8230.0 5586.0 0.7
67 109 349.0 3 2529.0 9289.0 0.96
68 111 351.0 3 3106.0 8847.0 0.99
69 113 353.0 3 6689.0 5899.0 1.52
70 115 355.0 3 4952.0 9300.0 1.68
71 118 358.0 3 6148.0 7221.0 1.22
72 118 358.0 3 1056.0 4792.0 1.51
73 123 363.0 3 6860.0 519.0 1.48
74 124 364.0 3 7470.0 7126.0 0.77
75 125 365.0 3 4798.0 256.0 0.67
76 126 366.0 3 5164.0 6285.0 0.45
77 131 371.0 3 8810.0 6403.0 1.2
78 131 371.0 3 3296.0 1306.0 1.78
79 131 371.0 3 4421.0 8344.0 1.81
80 132 372.0 3 6104.0 2237.0 1.23
81 133 373.0 3 3206.0 4635.0 1.62
82 134 374.0 3 5474.0 2329.0 1.5
83 134 374.0 3 2871.0 7477.0 1.34
84 135 375.0 3 656.0 6607.0 1.3
85 136 376.0 3 1608.0 7556.0 1.39
86 139 379.0 3 7376.0 4280.0 1.13
87 139 379.0 3 7643.0 189.0 1.4
88 140 380.0 3 1721.0 1580.0 1.9
89 142 382.0 3 4854.0 7660.0 1.45
90 142 382.0 3 6476.0 4931.0 0.56
91 143 383.0 3 7594.0 5431.0 1.7
92 144 384.0 3 1017.0 8795.0 0.75
93 146 386.0 3 6462.0 159.0 0.9
94 146 386.0 3 7380.0 9220.0 1.72
95 148 388.0 3 1881.0 4970.0 0.99
96 149 389.0 3 8131.0 4947.0 1.51
97 149 389.0 3 4329.0 801.0 0.97
98 151 391.0 3 9309.0 1194.0 0.87
99 151 391.0 3 9272.0 6234.0 1.73
100 154 394.0 3 7207.0 2707.0 1.34
101 154 394.0 3 2652.0 4620.0 1.58
102 154 394.0 3 7159.0 6640.0 1.84
103 154 394.0 3 6323.0 5342.0 1.58
104 154 394.0 3 9810.0 7667.0 0.41
105 155 395.0 3 4880.0 9334.0 2.0
106 156 396.0 3 272.0 5404.0 0.43
107 157 397.0 3 9354.0 2594.0 1.97
108 157 397.0 3 6814.0 1937.0 1.23
109 158 398.0 3 1266.0 2400.0 1.07
110 158 398.0 3 311.0 6778.0 1.17
111 159 399.0 3 8331.0 9656.0 0.61
112 160 400.0 3 1443.0 2424.0 1.39
113 160 400.0 3 7740.0 3031.0 1.22
114 160 400.0 3 5703.0 9641.0 1.18
115 161 401.0 3 9067.0 4514.0 0.4
116 162 402.0 3 9587.0 3457.0 0.75
117 162 402.0 3 7537.0 1498.0 0.61
118 164 404.0 3 8546.0 6318.0 0.89
119 164 404.0 3 6350.0 8445.0 1.16
120 164 404.0 3 2944.0 3048.0 1.58
121 168 408.0 3 3326.0 453.0 0.82
122 168 408.0 3 7936.0 8431.0 0.42
123 168 408.0 3 8454.0 6193.0 0.62
124 168 408.0 3 5224.0 7414.0 1.19
125 172 412.0 3 5107.0 8342.0 0.95
126 177 417.0 3 6768.0 2734.0 1.58
127 177 417.0 3 4723.0 1969.0 1.13
128 180 420.0 3 2700.0 3794.0 1.31
129 182 422.0 3 2343.0 2532.0 1.78
130 183 423.0 3 1844.0 1656.0 1.94
131 183 423.0 3 1103.0 7233.0 1.01
132 184 424.0 3 7594.0 5739.0 1.11
133 186 426.0 3 3494.0 6642.0 0.38
134 187 427.0 3 3116.0 4773.0 0.51
135 187 427.0 3 3105.0 6627.0 0.61
136 187 427.0 3 4656.0 1384.0 1.46
137 188 428.0 3 4879.0 7533.0 0.9
138 192 432.0 3 3108.0 6840.0 1.75
139 196 436.0 3 7690.0 8331.0 0.54
140 196 436.0 3 8056.0 7897.0 1.36
141 197 437.0 3 3679.0 1839.0 1.63
142 201 441.0 3 7153.0 7620.0 0.6
143 201 441.0 3 4298.0 2588.0 0.33
144 203 443.0 3 3513.0 8846.0 1.01
145 204 444.0 3 4324.0 3284.0 0.38
146 211 451.0 3 2821.0 6699.0 1.67
147 211 451.0 3 7757.0 2777.0 1.89
148 213 453.0 3 8216.0 422.0 0.8
149 213 453.0 3 4506.0 5842.0 1.55
150 214 454.0 3 4279.0 7185.0 0.79
151 215 455.0 3 437.0 2423.0 0.76
152 215 455.0 3 2994.0 6243.0 1.48
153 216 456.0 3 6239.0 4566.0 0.98
154 220 460.0 3 3392.0 7649.0 0.98
155 222 462.0 3 4435.0 526.0 0.39
156 222 462.0 3 6544.0 3100.0 1.76
157 223 463.0 3 6628.0 2692.0 1.15
158 225 465.0 3 1407.0 9145.0 0.43
159 225 465.0 3 7942.0 3594.0 0.67
160 227 467.0 3 1858.0 6111.0 0.38
161 230 470.0 3 5293.0 4163.0 0.77
162 232 472.0 3 4806.0 6722.0 1.15
163 233 473.0 3 1660.0 2006.0 1.52
164 233 473.0 3 2559.0 9281.0 0.73
165 235 475.0 3 6624.0 505.0 0.33
166 235 475.0 3 2775.0 7052.0 1.02
167 236 476.0 3 5193.0 4439.0 1.16
168 237 477.0 3 4688.0 1162.0 1.33
169 238 478.0 3 8399.0 6663.0 1.31
170 241 481.0 3 9083.0 5633.0 0.84
171 242 482.0 3 71.0 3192.0 1.37
172 242 482.0 3 5426.0 5343.0 0.41
173 246 486.0 3 2264.0 8799.0 0.97
174 247 487.0 3 7074.0 9129.0 1.48
175 247 487.0 3 1871.0 8500.0 0.93
176 247 487.0 3 8264.0 9038.0 1.2
177 248 488.0 3 9270.0 8934.0 0.46
178 250 490.0 3 4027.0 1097.0 0.8
179 252 492.0 3 1291.0 3678.0 0.71
180 253 493.0 3 1795.0 2994.0 0.56
181 253 493.0 3 2565.0 8055.0 0.82
182 254 494.0 3 4927.0 8096.0 0.64
183 256 496.0 3 2302.0 5342.0 1.38
184 257 497.0 3 8015.0 908.0 1.84
185 258 498.0 3 9199.0 3771.0 1.73
186 260 500.0 3 7274.0 798.0 0.95
187 261 501.0 3 7211.0 6230.0 1.74
188 261 501.0 3 10.0 7576.0 0.47
189 263 503.0 3 7021.0 9268.0 1.61
190 264 504.0 3 8507.0 7663.0 1.26
191 264 504.0 3 4552.0 7568.0 0.92
192 265 505.0 3 9268.0 939.0 0.6
193 266 506.0 3 7894.0 2281.0 1.95
194 268 508.0 3 4145.0 204.0 1.07
195 269 509.0 3 3129.0 7789.0 1.61
196 272 512.0 3 9049.0 8632.0 1.44
197 273 513.0 3 6061.0 3178.0 1.35
198 276 516.0 3 6913.0 8613.0 1.86
199 276 516.0 3 3366.0 2962.0 1.56
200 276 516.0 3 4320.0 5132.0 1.93
201 279 519.0 3 8944.0 8139.0 0.97
202 281 521.0 3 5827.0 8536.0 1.89
203 282 522.0 3 3020.0 7871.0 1.67
204 283 523.0 3 2321.0 4763.0 0.51
205 286 526.0 3 1620.0 1888.0 0.95
206 286 526.0 3 6284.0 4523.0 1.49
207 286 526.0 3 2797.0 4829.0 1.21
208 286 526.0 3 393.0 4121.0 0.56
209 286 526.0 3 8826.0 5829.0 0.41
210 288 528.0 3 9249.0 8350.0 0.82
211 288 528.0 3 3359.0 6908.0 1.17
212 290 530.0 3 3808.0 4246.0 1.01
213 292 532.0 3 1820.0 4957.0 1.17
214 293 533.0 3 3013.0 8197.0 0.35
215 296 536.0 3 5742.0 390.0 1.78
216 297 537.0 3 3557.0 2205.0 1.4
217 297 537.0 3 7245.0 8477.0 1.27
218 298 538.0 3 1834.0 1959.0 1.76
219 301 541.0 3 7605.0 7249.0 0.7
220 302 542.0 3 8841.0 7296.0 1.46
221 307 547.0 3 1892.0 8691.0 0.8
222 309 549.0 3 5718.0 413.0 1.3
223 310 550.0 3 5145.0 2157.0 1.51
224 311 551.0 3 7297.0 7423.0 1.72
225 311 551.0 3 7003.0 3538.0 0.98
226 312 552.0 3 8655.0 2513.0 0.56
227 314 554.0 3 8488.0 5454.0 1.72
228 314 554.0 3 4065.0 4648.0 1.87
229 317 557.0 3 4398.0 4267.0 1.75
230 319 559.0 3 609.0 7767.0 0.89
231 324 564.0 3 4700.0 4731.0 0.44
232 325 565.0 3 9031.0 6354.0 0.92
233 326 566.0 3 8401.0 1772.0 0.81
234 326 566.0 3 1698.0 175.0 0.99
235 327 567.0 3 5547.0 2813.0 1.09
236 330 570.0 3 682.0 2254.0 1.35
237 330 570.0 3 1146.0 6936.0 0.79
238 333 573.0 3 4250.0 4037.0 1.85
239 335 575.0 3 4284.0 8470.0 1.35
240 335 575.0 3 4435.0 7597.0 0.38
241 335 575.0 3 5690.0 965.0 1.46
242 336 576.0 3 3818.0 5701.0 1.08
243 339 579.0 3 6715.0 5239.0 1.71
244 339 579.0 3 4247.0 765.0 0.35
245 339 579.0 3 6718.0 220.0 1.46
246 340 580.0 3 6335.0 6556.0 1.39
247 341 581.0 3 2747.0 8243.0 0.8
248 342 582.0 3 62.0 6160.0 0.4
249 344 584.0 3 5089.0 2576.0 0.37
250 346 586.0 3 7535.0 1196.0 1.61
251 347 587.0 3 1546.0 8156.0 0.59
252 347 587.0 3 9727.0 3364.0 0.87
253 352 592.0 3 2453.0 3548.0 1.14
254 353 593.0 3 70.0 4549.0 0.65
255 354 594.0 3 613.0 1750.0 0.58
256 356 596.0 3 7439.0 6050.0 0.94
257 359 599.0 3 6693.0 9171.0 0.76
258 360 600.0 3 9929.0 6105.0 0.57
259 362 602.0 3 3355.0 570.0 1.55
260 367 607.0 3 1104.0 7674.0 1.49
261 367 607.0 3 5402.0 2576.0 1.27
262 368 608.0 3 4384.0 8142.0 0.6
263 369 609.0 3 4463.0 1457.0 1.69
264 371 611.0 3 2616.0 8030.0 1.8
265 371 611.0 3 6383.0 7980.0 0.52
266 374 614.0 3 6266.0 3685.0 0.61
267 374 614.0 3 2130.0 856.0 1.97
268 376 616.0 3 3035.0 2490.0 1.1
269 377 617.0 3 4857.0 732.0 1.44
270 380 620.0 3 4886.0 9336.0 0.39
271 381 621.0 3 5903.0 8226.0 1.69
272 382 622.0 3 9759.0 5945.0 1.01
273 383 623.0 3 9145.0 8317.0 0.63
274 385 625.0 3 9037.0 8490.0 0.94
275 387 627.0 3 678.0 6422.0 1.55
276 388 628.0 3 2824.0 574.0 1.86
277 389 629.0 3 5891.0 9118.0 1.92
278 390 630.0 3 1124.0 4378.0 1.33
279 391 631.0 3 8986.0 4714.0 0.9
280 392 632.0 3 3687.0 5932.0 1.0
281 393 633.0 3 1786.0 4963.0 1.62
282 394 634.0 3 1197.0 6606.0 1.41
283 394 634.0 3 3517.0 7955.0 0.75
284 395 635.0 3 9057.0 5597.0 0.59
285 395 635.0 3 7473.0 8434.0 1.68
286 395 635.0 3 9287.0 7960.0 1.57
287 396 636.0 3 6701.0 7954.0 1.44
288 396 636.0 3 2541.0 1449.0 1.48
289 400 640.0 3 4684.0 5655.0 0.42
290 402 642.0 3 7791.0 847.0 0.47
291 402 642.0 3 6638.0 4412.0 1.41
292 403 643.0 3 6561.0 5293.0 1.57
293 406 646.0 3 597.0 2481.0 0.91
294 410 650.0 3 5130.0 2300.0 0.51
295 412 652.0 3 1006.0 2970.0 1.2
296 413 653.0 3 9432.0 2724.0 0.5
297 413 653.0 3 6884.0 9068.0 1.2
298 413 653.0 3 4164.0 6260.0 1.84
299 414 654.0 3 5711.0 3940.0 1.06
300 416 656.0 3 8264.0 6891.0 1.96
0 0 540 30 5000 5000 0
Num_drones 18
