Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 2 242.0 3 6695.0 8086.0 1.16
2 3 243.0 3 723.0 2818.0 0.44
3 3 243.0 3 8999.0 4868.0 0.39
4 6 246.0 3 4295.0 8634.0 1.12
5 8 248.0 3 1681.0 8982.0 0.4
6 8 248.0 3 7119.0 1817.0 1.15
7 8 248.0 3 5617.0 4735.0 0.77
8 8 248.0 3 4800.0 5549.0 1.1
9 11 251.0 3 2792.0 6323.0 1.61
10 11 251.0 3 7674.0 3158.0 1.68
11 12 252.0 3 9554.0 6276.0 0.66
12 12 252.0 3 6881.0 7136.0 0.82
13 12 252.0 3 5982.0 5133.0 1.88
14 13 253.0 3 5718.0 4119.0 0.87
15 15 255.0 3 5621.0 7359.0 0.89
16 16 256.0 3 5368.0 3724.0 0.6
17 16 256.0 3 5127.0 5223.0 1.8
18 16 256.0 3 5175.0 8381.0 1.6
19 16 256.0 3 3564.0 5853.0 0.93
20 17 257.0 3 2149.0 6895.0 0.71
21 18 258.0 3 5690.0 3209.0 0.41
22 18 258.0 3 4039.0 -716.0 0.62
23 19 259.0 3 3819.0 4543.0 0.32
24 19 259.0 3 3367.0 6472.0 0.76
25 20 260.0 3 8985.0 9351.0 1.25
26 21 261.0 3 -480.0 6289.0 1.08
27 23 263.0 3 7454.0 5474.0 1.67
28 23 263.0 3 8603.0 1219.0 0.51
29 25 265.0 3 2795.0 2913.0 0.62
30 26 266.0 3 4214.0 9514.0 1.5
31 26 266.0 3 4269.0 8374.0 0.93
32 28 268.0 3 5214.0 4205.0 1.73
33 29 269.0 3 7854.0 9154.0 1.07
34 29 269.0 3 4548.0 10591.0 0.95
35 30 270.0 3 9050.0 -423.0 0.59
