Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 2 242.0 3 3436.0 3802.0 1.25
2 3 243.0 3 1788.0 5213.0 0.68
3 3 243.0 3 3315.0 5734.0 1.75
4 3 243.0 3 8015.0 4181.0 1.35
5 4 244.0 3 463.0 7885.0 0.49
6 5 245.0 3 3435.0 8424.0 0.89
7 5 245.0 3 3287.0 7319.0 0.69
8 7 247.0 3 3860.0 8056.0 1.5
9 8 248.0 3 7685.0 2917.0 1.88
10 9 249.0 3 5362.0 1463.0 1.55
11 10 250.0 3 4531.0 5660.0 1.69
12 10 250.0 3 8781.0 5578.0 0.58
13 10 250.0 3 7608.0 7850.0 1.53
14 11 251.0 3 5448.0 8462.0 1.81
15 11 251.0 3 7673.0 6554.0 0.65
16 11 251.0 3 448.0 8022.0 1.38
17 12 252.0 3 4590.0 7008.0 1.88
18 13 253.0 3 5143.0 8345.0 1.0
19 14 254.0 3 8107.0 1787.0 1.41
20 15 255.0 3 4558.0 8758.0 0.76
21 16 256.0 3 7509.0 7987.0 1.7
22 16 256.0 3 584.0 8410.0 1.44
23 17 257.0 3 8551.0 21.0 0.68
24 18 258.0 3 7910.0 9265.0 1.41
25 19 259.0 3 4819.0 5980.0 0.77
26 19 259.0 3 9966.0 2839.0 0.45
27 20 260.0 3 2381.0 5543.0 1.16
28 20 260.0 3 1726.0 3477.0 0.38
29 22 262.0 3 89.0 2092.0 1.12
30 23 263.0 3 1253.0 7547.0 1.5
31 24 264.0 3 266.0 9025.0 0.53
