Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 4586.0 5701.0 0.91
2 1 241.0 3 2045.0 3409.0 1.04
3 1 241.0 3 5748.0 2765.0 1.02
4 3 243.0 3 2001.0 5707.0 1.49
5 4 244.0 3 3660.0 4383.0 0.93
6 6 246.0 3 672.0 1527.0 0.76
7 7 247.0 3 1187.0 7809.0 0.3
8 8 248.0 3 6038.0 3851.0 1.49
9 9 249.0 3 5770.0 4747.0 0.88
10 10 250.0 3 10168.0 6849.0 0.64
11 12 252.0 3 8299.0 4939.0 0.63
12 14 254.0 3 8206.0 3266.0 1.68
13 16 256.0 3 4216.0 4483.0 1.85
14 16 256.0 3 7742.0 4621.0 1.55
15 16 256.0 3 3697.0 6096.0 1.93
16 16 256.0 3 9440.0 4759.0 0.79
17 17 257.0 3 4579.0 2073.0 1.55
18 18 258.0 3 5305.0 4803.0 0.44
19 21 261.0 3 2617.0 4018.0 1.6
20 25 265.0 3 6195.0 7112.0 0.71
21 25 265.0 3 5932.0 482.0 0.74
22 26 266.0 3 4702.0 3076.0 1.16
23 27 267.0 3 7700.0 4766.0 1.27
24 28 268.0 3 4084.0 162.0 0.7
25 28 268.0 3 3550.0 7936.0 0.68
26 30 270.0 3 6263.0 4673.0 0.7
27 30 270.0 3 4652.0 892.0 0.44
28 33 273.0 3 5363.0 6435.0 0.69
29 36 276.0 3 4517.0 10346.0 1.37
30 36 276.0 3 8247.0 8317.0 0.71
31 38 278.0 3 7500.0 1752.0 1.71
32 39 279.0 3 4326.0 6361.0 1.3
33 39 279.0 3 3478.0 7119.0 0.56
34 40 280.0 3 4186.0 658.0 0.97
35 40 280.0 3 6057.0 7589.0 0.54
36 41 281.0 3 6211.0 5114.0 1.02
37 44 284.0 3 4738.0 6524.0 0.61
38 45 285.0 3 8715.0 6409.0 0.82
39 46 286.0 3 8121.0 637.0 0.56
40 46 286.0 3 5691.0 3300.0 1.26
41 47 287.0 3 3012.0 3270.0 1.57
42 48 288.0 3 6625.0 4586.0 1.24
43 49 289.0 3 2788.0 7106.0 0.5
44 49 289.0 3 2308.0 5009.0 1.66
45 49 289.0 3 267.0 5020.0 1.98
46 50 290.0 3 6063.0 6473.0 1.98
47 50 290.0 3 4979.0 4359.0 1.97
48 51 291.0 3 4973.0 2929.0 2.0
49 51 291.0 3 5729.0 6141.0 0.4
50 52 292.0 3 9192.0 7509.0 1.74
51 53 293.0 3 5843.0 5076.0 0.84
52 53 293.0 3 8621.0 4706.0 1.64
53 53 293.0 3 1193.0 7536.0 0.86
54 56 296.0 3 9782.0 5115.0 1.71
55 58 298.0 3 2888.0 5743.0 0.9
56 60 300.0 3 2247.0 3567.0 0.3
57 60 300.0 3 6695.0 4146.0 1.52
58 61 301.0 3 4152.0 4396.0 1.66
59 62 302.0 3 6298.0 3269.0 1.17
60 62 302.0 3 2413.0 7518.0 0.95
61 62 302.0 3 3714.0 4634.0 1.3
62 65 305.0 3 4677.0 8248.0 1.26
63 65 305.0 3 8966.0 8111.0 0.64
64 67 307.0 3 2800.0 3106.0 0.95
65 68 308.0 3 5407.0 5112.0 0.65
66 68 308.0 3 5597.0 2177.0 0.7
67 68 308.0 3 6995.0 5234.0 0.38
68 71 311.0 3 -1312.0 3427.0 0.36
69 74 314.0 3 860.0 2811.0 1.99
70 74 314.0 3 7787.0 5541.0 1.26
71 74 314.0 3 3221.0 5422.0 0.48
72 75 315.0 3 4147.0 3353.0 1.59
73 76 316.0 3 6941.0 6336.0 1.98
74 76 316.0 3 6191.0 4516.0 1.22
75 79 319.0 3 4989.0 3267.0 0.84
76 80 320.0 3 2758.0 6142.0 1.61
77 80 320.0 3 2804.0 5279.0 1.35
78 81 321.0 3 5475.0 4072.0 1.27
79 81 321.0 3 5066.0 103.0 0.35
80 84 324.0 3 4534.0 7970.0 0.87
81 84 324.0 3 4158.0 1893.0 1.86
82 84 324.0 3 3960.0 4367.0 0.52
83 84 324.0 3 2807.0 1139.0 0.35
84 84 324.0 3 2550.0 5990.0 1.38
85 85 325.0 3 2700.0 765.0 1.46
86 86 326.0 3 3753.0 4558.0 0.38
87 86 326.0 3 2986.0 4647.0 1.96
88 87 327.0 3 5534.0 5545.0 1.45
89 87 327.0 3 2265.0 3448.0 0.83
90 88 328.0 3 6453.0 5136.0 1.61
91 89 329.0 3 433.0 6089.0 1.63
92 91 331.0 3 5995.0 5454.0 1.19
93 91 331.0 3 4548.0 3813.0 0.86
94 91 331.0 3 2880.0 8845.0 0.72
95 95 335.0 3 1402.0 6474.0 1.96
96 98 338.0 3 7586.0 2753.0 1.19
97 98 338.0 3 7488.0 2979.0 0.55
98 98 338.0 3 -147.0 3356.0 1.1
99 100 340.0 3 367.0 2996.0 0.84
100 101 341.0 3 8192.0 4842.0 1.56
101 103 343.0 3 715.0 7795.0 1.27
102 104 344.0 3 5231.0 3535.0 0.91
103 105 345.0 3 5115.0 6706.0 1.17
104 106 346.0 3 4146.0 5440.0 2.0
105 107 347.0 3 7692.0 3614.0 1.91
106 108 348.0 3 7568.0 4211.0 0.61
107 112 352.0 3 4613.0 7541.0 1.14
108 113 353.0 3 4472.0 2966.0 1.66
109 115 355.0 3 7886.0 2481.0 1.96
110 116 356.0 3 5866.0 4343.0 0.37
111 117 357.0 3 4337.0 7390.0 1.64
112 118 358.0 3 5559.0 5355.0 0.43
113 118 358.0 3 5351.0 3608.0 0.41
114 119 359.0 3 5135.0 5545.0 1.15
115 119 359.0 3 9012.0 1917.0 0.51
116 120 360.0 3 8331.0 2811.0 0.97
117 120 360.0 3 5278.0 2394.0 1.55
118 121 361.0 3 6504.0 9604.0 0.7
119 126 366.0 3 9239.0 6842.0 1.44
120 129 369.0 3 3534.0 10014.0 1.37
121 129 369.0 3 2276.0 4143.0 0.45
122 132 372.0 3 8227.0 837.0 0.53
123 132 372.0 3 4068.0 6400.0 0.46
124 134 374.0 3 6449.0 7761.0 0.56
125 134 374.0 3 2025.0 2146.0 0.56
126 134 374.0 3 3631.0 -725.0 1.22
127 137 377.0 3 6115.0 4034.0 1.27
128 138 378.0 3 9015.0 3116.0 1.16
129 138 378.0 3 9347.0 1954.0 1.48
130 138 378.0 3 4704.0 6549.0 1.51
