Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 6580.0 5818.0 1.18
2 2 242.0 3 6955.0 5651.0 1.23
3 4 244.0 3 6190.0 1552.0 0.56
4 4 244.0 3 267.0 4151.0 1.51
5 5 245.0 3 9692.0 3465.0 1.21
6 5 245.0 3 6027.0 10765.0 1.3
7 6 246.0 3 6991.0 7937.0 1.31
8 7 247.0 3 6888.0 726.0 1.83
9 7 247.0 3 5829.0 6540.0 1.35
10 7 247.0 3 4474.0 5422.0 0.35
11 7 247.0 3 4574.0 4326.0 0.8
12 8 248.0 3 2464.0 3458.0 0.87
13 13 253.0 3 4995.0 2275.0 1.66
14 13 253.0 3 3004.0 7033.0 1.27
15 14 254.0 3 4168.0 5666.0 1.01
16 14 254.0 3 5041.0 8926.0 1.62
17 15 255.0 3 2221.0 6801.0 0.77
18 16 256.0 3 3540.0 793.0 1.19
19 16 256.0 3 7563.0 3834.0 0.64
20 17 257.0 3 7856.0 4245.0 0.88
21 18 258.0 3 5011.0 4838.0 0.69
22 19 259.0 3 3910.0 6513.0 1.93
23 20 260.0 3 5877.0 9433.0 0.32
24 21 261.0 3 6257.0 4617.0 1.07
25 22 262.0 3 4967.0 2802.0 1.3
26 22 262.0 3 9254.0 3364.0 0.3
27 22 262.0 3 8560.0 4873.0 1.38
28 22 262.0 3 6016.0 -279.0 0.7
29 22 262.0 3 2419.0 8937.0 1.48
30 23 263.0 3 3368.0 6936.0 0.91
31 23 263.0 3 2132.0 3431.0 1.71
32 25 265.0 3 4175.0 3611.0 0.74
33 26 266.0 3 4518.0 3421.0 1.83
34 26 266.0 3 5732.0 3174.0 0.93
35 27 267.0 3 5550.0 5875.0 1.85
36 27 267.0 3 10640.0 6190.0 0.37
37 27 267.0 3 4988.0 6497.0 1.57
38 29 269.0 3 3833.0 3652.0 1.53
39 29 269.0 3 6402.0 5738.0 1.12
40 29 269.0 3 3577.0 6915.0 0.83
41 32 272.0 3 2757.0 6739.0 1.34
42 33 273.0 3 6347.0 7002.0 1.87
43 33 273.0 3 6130.0 7244.0 1.05
44 35 275.0 3 6649.0 1705.0 0.59
45 35 275.0 3 7276.0 4046.0 1.87
46 35 275.0 3 1663.0 6768.0 0.91
47 36 276.0 3 5233.0 5116.0 0.58
48 36 276.0 3 5546.0 4117.0 1.03
49 38 278.0 3 5128.0 3938.0 0.53
50 38 278.0 3 7858.0 2378.0 1.74
