Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 3062.0 2693.0 0.3
2 1 241.0 3 6715.0 2006.0 1.43
3 2 242.0 3 4854.0 2661.0 1.73
4 3 243.0 3 8867.0 6880.0 0.71
5 3 243.0 3 9303.0 8497.0 0.99
6 7 247.0 3 8807.0 7410.0 1.64
7 8 248.0 3 8814.0 8758.0 1.22
8 13 253.0 3 9879.0 1909.0 0.85
9 14 254.0 3 9073.0 6211.0 0.46
10 15 255.0 3 4327.0 2221.0 1.57
11 17 257.0 3 8109.0 1290.0 0.6
12 17 257.0 3 6601.0 8934.0 1.7
13 19 259.0 3 341.0 6504.0 0.65
14 20 260.0 3 2449.0 2441.0 1.46
15 20 260.0 3 2818.0 9527.0 1.13
16 23 263.0 3 6712.0 9158.0 1.91
17 23 263.0 3 6910.0 6868.0 0.39
18 24 264.0 3 828.0 6245.0 1.89
19 26 266.0 3 6022.0 9362.0 1.47
20 28 268.0 3 1875.0 8583.0 1.49
21 32 272.0 3 7384.0 5489.0 0.81
22 34 274.0 3 3467.0 5535.0 0.75
23 34 274.0 3 6264.0 6574.0 1.23
24 34 274.0 3 901.0 2810.0 1.83
25 36 276.0 3 262.0 8925.0 0.7
26 36 276.0 3 2010.0 5249.0 1.5
27 39 279.0 3 9700.0 4305.0 1.55
28 39 279.0 3 3337.0 6150.0 0.93
29 41 281.0 3 9715.0 3907.0 0.52
30 41 281.0 3 2064.0 773.0 1.77
31 42 282.0 3 5278.0 2411.0 0.65
32 44 284.0 3 3903.0 3533.0 1.97
33 49 289.0 3 3586.0 8848.0 1.92
34 51 291.0 3 3556.0 699.0 1.81
35 51 291.0 3 8414.0 1214.0 1.89
36 51 291.0 3 71.0 793.0 0.7
37 52 292.0 3 8947.0 4706.0 0.97
38 54 294.0 3 5877.0 7355.0 1.77
39 56 296.0 3 1357.0 8181.0 0.35
40 56 296.0 3 1438.0 3564.0 0.84
41 56 296.0 3 1777.0 3708.0 1.08
42 57 297.0 3 2321.0 2514.0 1.53
43 58 298.0 3 4538.0 557.0 0.51
44 59 299.0 3 4078.0 1660.0 1.09
45 60 300.0 3 4446.0 9740.0 1.83
46 61 301.0 3 8537.0 2689.0 1.7
47 62 302.0 3 8025.0 364.0 0.36
48 62 302.0 3 5664.0 1637.0 1.97
49 64 304.0 3 8050.0 1642.0 1.79
50 64 304.0 3 4112.0 5245.0 0.96
51 66 306.0 3 6208.0 915.0 1.43
52 67 307.0 3 7937.0 5315.0 1.43
53 67 307.0 3 9670.0 4599.0 1.53
54 69 309.0 3 6432.0 330.0 1.82
55 71 311.0 3 5613.0 4028.0 0.47
56 71 311.0 3 4198.0 1380.0 1.55
57 73 313.0 3 5284.0 2150.0 1.75
58 73 313.0 3 2001.0 7902.0 1.82
59 74 314.0 3 738.0 6006.0 1.81
60 75 315.0 3 1978.0 8326.0 1.23
61 77 317.0 3 3912.0 1599.0 1.33
62 79 319.0 3 5456.0 6544.0 1.19
63 80 320.0 3 6383.0 3513.0 0.77
64 81 321.0 3 3640.0 1546.0 0.62
65 81 321.0 3 9486.0 4175.0 1.52
66 82 322.0 3 2240.0 1353.0 0.53
67 83 323.0 3 8094.0 4887.0 1.01
68 83 323.0 3 230.0 7020.0 1.0
