Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 5795.0 7075.0 1.88
2 1 241.0 3 3292.0 1182.0 1.51
3 1 241.0 3 7129.0 8201.0 1.57
4 2 242.0 3 8702.0 8712.0 0.59
5 2 242.0 3 3088.0 6516.0 1.23
6 4 244.0 3 5501.0 1122.0 1.96
7 4 244.0 3 5462.0 2875.0 1.39
8 5 245.0 3 5329.0 6147.0 1.45
9 6 246.0 3 5040.0 9477.0 1.16
10 7 247.0 3 2878.0 8511.0 0.89
11 7 247.0 3 3019.0 5417.0 1.22
12 7 247.0 3 3853.0 6205.0 0.78
13 7 247.0 3 9193.0 6947.0 1.22
14 8 248.0 3 2988.0 4867.0 1.24
15 8 248.0 3 4247.0 5377.0 1.0
16 8 248.0 3 5969.0 200.0 1.4
17 9 249.0 3 7042.0 7418.0 0.41
18 11 251.0 3 4486.0 1102.0 1.28
19 12 252.0 3 5978.0 4571.0 1.22
20 14 254.0 3 463.0 3087.0 1.09
21 16 256.0 3 3525.0 8254.0 0.32
22 16 256.0 3 2992.0 8584.0 1.99
23 16 256.0 3 6616.0 6044.0 1.04
24 17 257.0 3 7872.0 6272.0 0.4
25 17 257.0 3 7882.0 7231.0 1.52
26 20 260.0 3 3168.0 360.0 1.81
27 23 263.0 3 9580.0 8920.0 0.61
28 23 263.0 3 6557.0 6094.0 0.91
29 24 264.0 3 4137.0 8444.0 1.81
30 26 266.0 3 6644.0 704.0 0.89
31 26 266.0 3 2511.0 8842.0 0.52
32 27 267.0 3 9423.0 6802.0 0.46
33 27 267.0 3 3710.0 2902.0 1.28
34 29 269.0 3 3029.0 3635.0 0.49
35 29 269.0 3 2692.0 5403.0 1.6
