Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 5932.0 7067.0 0.86
2 1 241.0 3 3922.0 3711.0 1.0
3 1 241.0 3 3445.0 9016.0 1.1
4 1 241.0 3 5863.0 768.0 1.96
5 2 242.0 3 3325.0 5999.0 1.44
6 3 243.0 3 2537.0 4422.0 1.83
7 4 244.0 3 4974.0 7311.0 1.22
8 5 245.0 3 2075.0 3651.0 0.61
9 6 246.0 3 5200.0 3066.0 0.82
10 6 246.0 3 8.0 4440.0 0.5
11 9 249.0 3 3798.0 3925.0 1.4
12 11 251.0 3 3789.0 7439.0 0.38
13 11 251.0 3 -531.0 4711.0 0.58
14 12 252.0 3 7376.0 7076.0 0.46
15 14 254.0 3 3693.0 7243.0 0.78
16 14 254.0 3 3672.0 6708.0 1.06
17 14 254.0 3 2607.0 4453.0 0.87
18 15 255.0 3 5150.0 5009.0 1.54
19 16 256.0 3 9870.0 3828.0 0.47
20 16 256.0 3 3210.0 8697.0 1.52
21 17 257.0 3 4138.0 5512.0 1.37
22 17 257.0 3 5785.0 1128.0 1.4
23 18 258.0 3 -2141.0 4130.0 0.33
24 19 259.0 3 7729.0 4648.0 1.65
25 19 259.0 3 6726.0 6163.0 1.88
26 21 261.0 3 5800.0 2000.0 1.68
27 23 263.0 3 7259.0 7230.0 1.02
28 29 269.0 3 6564.0 4343.0 1.04
29 29 269.0 3 5870.0 4138.0 0.37
30 29 269.0 3 3731.0 7320.0 0.44
31 30 270.0 3 7702.0 4400.0 1.75
32 31 271.0 3 4519.0 5443.0 1.69
33 31 271.0 3 9211.0 4288.0 0.39
34 32 272.0 3 6317.0 3879.0 1.0
35 34 274.0 3 7102.0 5157.0 1.83
36 36 276.0 3 3934.0 3081.0 1.84
37 36 276.0 3 4762.0 2812.0 1.44
38 37 277.0 3 5234.0 2620.0 0.45
39 38 278.0 3 6846.0 4295.0 1.52
40 39 279.0 3 6338.0 6029.0 0.98
41 39 279.0 3 5401.0 9155.0 0.7
42 42 282.0 3 2717.0 3357.0 0.62
43 42 282.0 3 2781.0 7464.0 1.89
44 43 283.0 3 2747.0 710.0 0.5
45 44 284.0 3 9851.0 7952.0 0.63
46 45 285.0 3 6827.0 973.0 1.09
47 47 287.0 3 2841.0 7815.0 1.04
48 48 288.0 3 9455.0 4041.0 1.6
49 48 288.0 3 1354.0 5006.0 1.11
50 51 291.0 3 2863.0 4656.0 1.05
51 52 292.0 3 6450.0 4391.0 1.06
52 52 292.0 3 1546.0 7959.0 1.49
53 53 293.0 3 5759.0 3412.0 1.3
54 54 294.0 3 3725.0 4953.0 0.38
55 54 294.0 3 4151.0 7959.0 0.44
56 57 297.0 3 3909.0 4172.0 1.1
57 57 297.0 3 7213.0 4169.0 1.47
58 58 298.0 3 9520.0 6552.0 1.39
59 59 299.0 3 10563.0 6801.0 0.39
60 61 301.0 3 5531.0 4573.0 0.34
61 61 301.0 3 10686.0 4868.0 0.71
62 61 301.0 3 4700.0 3566.0 0.59
63 62 302.0 3 1821.0 4805.0 0.43
64 62 302.0 3 1805.0 5249.0 1.78
65 63 303.0 3 8125.0 5089.0 1.6
66 65 305.0 3 5920.0 8770.0 1.46
67 66 306.0 3 7507.0 3260.0 1.91
68 67 307.0 3 4791.0 4256.0 1.03
69 67 307.0 3 5439.0 1694.0 1.27
70 67 307.0 3 5118.0 4269.0 1.66
71 73 313.0 3 5670.0 5884.0 0.49
72 74 314.0 3 2099.0 10251.0 0.49
73 79 319.0 3 -742.0 3945.0 0.42
74 79 319.0 3 8534.0 6409.0 1.05
75 81 321.0 3 6387.0 7340.0 0.44
76 81 321.0 3 5901.0 7425.0 1.03
77 81 321.0 3 3846.0 7166.0 1.13
78 83 323.0 3 8973.0 5560.0 1.26
79 83 323.0 3 6944.0 1922.0 1.72
80 83 323.0 3 8416.0 2560.0 1.02
81 84 324.0 3 4081.0 2791.0 0.86
82 84 324.0 3 4128.0 355.0 1.78
83 85 325.0 3 4638.0 3762.0 1.65
84 86 326.0 3 5906.0 3491.0 1.21
85 86 326.0 3 8308.0 3446.0 0.97
86 91 331.0 3 9677.0 4240.0 1.37
87 92 332.0 3 2583.0 7005.0 1.34
88 94 334.0 3 3137.0 8205.0 0.68
