Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 5431.0 6071.0 1.82
2 0 240.0 3 4762.0 7579.0 1.18
3 0 240.0 3 7910.0 3607.0 1.14
4 1 241.0 3 7784.0 2094.0 1.83
5 2 242.0 3 6878.0 1340.0 1.61
6 4 244.0 3 2138.0 3103.0 0.35
7 6 246.0 3 7438.0 8122.0 0.97
8 7 247.0 3 9625.0 7903.0 0.48
9 8 248.0 3 3435.0 7827.0 1.99
10 8 248.0 3 7642.0 6374.0 0.91
11 9 249.0 3 8803.0 4513.0 0.48
12 9 249.0 3 6662.0 4117.0 1.54
13 9 249.0 3 2565.0 4704.0 1.84
14 11 251.0 3 4477.0 7970.0 1.97
15 12 252.0 3 392.0 4454.0 1.46
16 14 254.0 3 9423.0 3630.0 1.95
17 15 255.0 3 8567.0 4293.0 1.3
18 16 256.0 3 8741.0 6448.0 1.07
19 16 256.0 3 6287.0 5592.0 1.95
20 20 260.0 3 4154.0 3568.0 1.24
21 21 261.0 3 8975.0 2754.0 1.33
22 22 262.0 3 4169.0 3479.0 0.83
23 22 262.0 3 7331.0 681.0 1.4
24 24 264.0 3 5442.0 6743.0 1.56
25 24 264.0 3 7946.0 1522.0 0.82
26 25 265.0 3 3637.0 4767.0 1.33
27 27 267.0 3 2154.0 2321.0 0.62
28 29 269.0 3 3622.0 3044.0 0.82
29 29 269.0 3 6913.0 6652.0 1.06
