Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 3678.0 5121.0 0.55
2 3 243.0 3 4294.0 5045.0 0.53
3 4 244.0 3 1555.0 5561.0 0.31
4 6 246.0 3 5299.0 6856.0 1.97
5 7 247.0 3 7680.0 3037.0 0.95
6 9 249.0 3 8118.0 6414.0 0.49
7 9 249.0 3 8147.0 4941.0 1.85
8 11 251.0 3 4383.0 3084.0 1.41
9 11 251.0 3 24.0 3479.0 1.39
10 11 251.0 3 6572.0 4075.0 1.55
11 11 251.0 3 7939.0 1513.0 1.25
12 14 254.0 3 6233.0 5553.0 1.47
13 15 255.0 3 6130.0 2263.0 0.94
14 16 256.0 3 9061.0 4966.0 1.82
15 17 257.0 3 6851.0 8164.0 1.29
16 20 260.0 3 6133.0 6965.0 0.55
17 20 260.0 3 2438.0 3325.0 1.87
18 21 261.0 3 4145.0 3761.0 1.75
19 22 262.0 3 6986.0 3972.0 0.67
20 23 263.0 3 8616.0 4300.0 1.34
21 24 264.0 3 4179.0 7817.0 1.96
22 25 265.0 3 4912.0 4800.0 1.53
23 26 266.0 3 3807.0 3048.0 1.8
24 27 267.0 3 6711.0 6571.0 1.73
25 27 267.0 3 6759.0 1866.0 0.91
26 27 267.0 3 3234.0 1322.0 0.49
27 28 268.0 3 5416.0 6831.0 1.48
28 28 268.0 3 4624.0 8406.0 0.8
29 29 269.0 3 6878.0 5666.0 0.85
30 29 269.0 3 9396.0 7134.0 1.98
31 30 270.0 3 2168.0 5439.0 1.12
32 30 270.0 3 4957.0 7761.0 1.83
33 33 273.0 3 4998.0 4914.0 1.68
34 35 275.0 3 6255.0 7592.0 1.37
35 37 277.0 3 8916.0 6616.0 0.84
36 37 277.0 3 7639.0 3409.0 0.35
37 39 279.0 3 6406.0 8306.0 1.31
38 41 281.0 3 7368.0 2773.0 1.68
39 43 283.0 3 3336.0 6758.0 0.97
40 45 285.0 3 188.0 3595.0 1.94
41 47 287.0 3 5281.0 1913.0 1.51
42 47 287.0 3 4826.0 1992.0 0.36
43 47 287.0 3 1780.0 6381.0 0.98
44 48 288.0 3 7593.0 9187.0 1.02
45 48 288.0 3 6614.0 7661.0 1.06
46 50 290.0 3 3975.0 4067.0 1.68
47 52 292.0 3 4304.0 3769.0 1.82
48 53 293.0 3 6511.0 6379.0 1.04
49 54 294.0 3 5326.0 4365.0 1.78
50 55 295.0 3 7738.0 5860.0 1.79
51 56 296.0 3 3708.0 -274.0 1.11
52 58 298.0 3 4204.0 8500.0 0.5
53 59 299.0 3 6144.0 4784.0 0.94
