Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 6544.0 7009.0 1.55
2 1 241.0 3 3173.0 3878.0 0.52
3 3 243.0 3 6746.0 7817.0 1.56
4 4 244.0 3 2740.0 5086.0 1.45
5 5 245.0 3 3391.0 4167.0 0.94
6 6 246.0 3 5596.0 8456.0 1.88
7 8 248.0 3 6943.0 1618.0 1.19
8 9 249.0 3 3798.0 7781.0 0.8
9 11 251.0 3 4999.0 4632.0 1.54
10 13 253.0 3 6634.0 3617.0 1.43
11 16 256.0 3 5139.0 265.0 1.47
12 16 256.0 3 7020.0 3446.0 0.95
13 18 258.0 3 6135.0 4481.0 1.86
14 19 259.0 3 208.0 6300.0 1.64
15 21 261.0 3 4800.0 3476.0 0.47
16 25 265.0 3 5042.0 2114.0 1.26
17 25 265.0 3 1110.0 6000.0 1.21
18 33 273.0 3 2035.0 5261.0 1.95
19 33 273.0 3 4096.0 5327.0 1.49
20 33 273.0 3 4996.0 2277.0 0.33
21 34 274.0 3 5057.0 6287.0 0.88
22 34 274.0 3 10577.0 2158.0 0.82
23 35 275.0 3 6608.0 7729.0 1.41
24 36 276.0 3 7160.0 7029.0 1.14
25 43 283.0 3 5121.0 5037.0 1.57
26 49 289.0 3 4289.0 8413.0 0.32
27 51 291.0 3 863.0 5473.0 0.78
28 52 292.0 3 8021.0 3970.0 1.79
29 55 295.0 3 2068.0 3894.0 0.81
30 61 301.0 3 916.0 7383.0 2.0
31 62 302.0 3 1465.0 7123.0 1.24
32 64 304.0 3 3424.0 2603.0 1.26
33 66 306.0 3 560.0 3519.0 1.56
34 67 307.0 3 5516.0 3528.0 1.48
35 67 307.0 3 11104.0 2711.0 0.74
36 67 307.0 3 5535.0 4335.0 1.58
37 73 313.0 3 2941.0 4997.0 1.29
38 74 314.0 3 6949.0 7172.0 1.0
39 76 316.0 3 5006.0 3588.0 0.66
40 83 323.0 3 4245.0 4141.0 0.97
41 84 324.0 3 7684.0 8767.0 1.57
42 85 325.0 3 3685.0 5682.0 1.81
43 87 327.0 3 7886.0 4347.0 0.9
44 88 328.0 3 3311.0 3710.0 0.52
45 89 329.0 3 6960.0 4456.0 0.4
46 89 329.0 3 4572.0 9231.0 1.91
47 91 331.0 3 4917.0 8072.0 1.92
48 95 335.0 3 4748.0 4213.0 1.18
49 98 338.0 3 1831.0 7982.0 1.44
50 101 341.0 3 6106.0 5726.0 0.9
51 101 341.0 3 3673.0 3206.0 1.53
52 103 343.0 3 7278.0 8475.0 1.38
53 109 349.0 3 5350.0 3577.0 0.6
54 110 350.0 3 4993.0 6521.0 0.89
55 110 350.0 3 3132.0 4054.0 1.15
56 115 355.0 3 3621.0 6707.0 0.54
