Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 7781.0 7122.0 1.71
2 2 242.0 3 2788.0 6187.0 1.85
3 4 244.0 3 6280.0 5207.0 0.97
4 7 247.0 3 1223.0 5273.0 1.68
5 9 249.0 3 9128.0 9199.0 0.34
6 10 250.0 3 6814.0 327.0 1.09
7 11 251.0 3 8998.0 5101.0 0.36
8 12 252.0 3 6360.0 6818.0 1.32
9 13 253.0 3 1911.0 1065.0 0.44
10 14 254.0 3 8687.0 8569.0 0.35
11 16 256.0 3 749.0 4929.0 1.61
12 17 257.0 3 4378.0 330.0 0.36
13 18 258.0 3 4096.0 4031.0 1.56
14 19 259.0 3 2372.0 8511.0 1.64
15 21 261.0 3 4333.0 2167.0 0.74
16 22 262.0 3 7879.0 3025.0 0.82
17 34 274.0 3 3626.0 9395.0 1.05
18 34 274.0 3 4142.0 8264.0 0.78
19 37 277.0 3 4516.0 30.0 0.33
20 41 281.0 3 8361.0 5511.0 1.5
21 42 282.0 3 6306.0 5205.0 0.45
22 43 283.0 3 4477.0 6691.0 0.55
23 44 284.0 3 291.0 2008.0 1.24
24 48 288.0 3 2067.0 1947.0 0.91
25 49 289.0 3 3423.0 5332.0 0.33
26 59 299.0 3 8591.0 2424.0 0.53
27 61 301.0 3 672.0 8329.0 0.6
28 62 302.0 3 2556.0 4727.0 0.49
29 63 303.0 3 3196.0 6565.0 0.97
30 65 305.0 3 3547.0 4691.0 1.07
31 66 306.0 3 7771.0 8580.0 1.7
32 67 307.0 3 8177.0 3413.0 1.29
33 67 307.0 3 1205.0 2834.0 1.89
34 67 307.0 3 180.0 1629.0 0.51
35 71 311.0 3 1199.0 8993.0 1.6
36 75 315.0 3 5543.0 4162.0 0.83
37 76 316.0 3 3778.0 1567.0 1.42
38 77 317.0 3 5212.0 9814.0 1.0
39 80 320.0 3 9867.0 5170.0 1.94
40 81 321.0 3 3135.0 4975.0 1.41
41 86 326.0 3 2780.0 3458.0 1.55
42 91 331.0 3 8863.0 1005.0 1.33
43 93 333.0 3 240.0 8860.0 0.57
44 93 333.0 3 5973.0 8568.0 1.71
45 94 334.0 3 9004.0 6485.0 1.28
46 94 334.0 3 9898.0 6294.0 0.66
47 94 334.0 3 3454.0 1137.0 1.3
48 95 335.0 3 3506.0 9271.0 0.51
49 109 349.0 3 2732.0 6113.0 0.68
50 112 352.0 3 9689.0 4161.0 0.74
51 115 355.0 3 6699.0 9547.0 1.47
52 117 357.0 3 5941.0 8423.0 0.65
53 120 360.0 3 1982.0 8744.0 1.64
54 128 368.0 3 5177.0 9720.0 1.71
55 130 370.0 3 9837.0 2465.0 0.77
56 132 372.0 3 7702.0 9380.0 0.7
57 133 373.0 3 9843.0 5434.0 1.7
58 135 375.0 3 2026.0 4958.0 1.79
59 136 376.0 3 9627.0 3276.0 1.69
60 139 379.0 3 8370.0 7552.0 2.0
61 145 385.0 3 5187.0 2970.0 1.7
62 146 386.0 3 3196.0 6830.0 0.97
63 153 393.0 3 9301.0 8545.0 0.74
64 155 395.0 3 7872.0 6122.0 0.72
65 158 398.0 3 5187.0 5936.0 0.68
66 159 399.0 3 6697.0 5770.0 0.76
67 160 400.0 3 7551.0 6323.0 0.57
68 161 401.0 3 5590.0 5174.0 0.82
69 164 404.0 3 9907.0 8906.0 0.78
70 169 409.0 3 6784.0 6896.0 1.85
71 170 410.0 3 7229.0 3407.0 1.83
72 172 412.0 3 7913.0 9134.0 0.66
73 172 412.0 3 1888.0 5038.0 1.01
74 178 418.0 3 6458.0 6194.0 1.91
75 179 419.0 3 5468.0 9970.0 1.18
76 180 420.0 3 4479.0 8866.0 1.37
77 181 421.0 3 4514.0 3300.0 0.53
78 181 421.0 3 4480.0 9707.0 1.18
79 183 423.0 3 1052.0 3915.0 1.98
80 184 424.0 3 288.0 7030.0 0.64
81 189 429.0 3 5304.0 5643.0 0.88
82 191 431.0 3 3961.0 1456.0 1.65
83 192 432.0 3 4472.0 740.0 1.35
84 192 432.0 3 917.0 9778.0 1.01
85 192 432.0 3 5599.0 6086.0 1.92
86 192 432.0 3 6879.0 510.0 1.18
87 204 444.0 3 5845.0 5021.0 1.89
88 204 444.0 3 2134.0 8289.0 1.17
89 209 449.0 3 8250.0 6657.0 1.35
90 211 451.0 3 1874.0 4036.0 1.76
91 212 452.0 3 1732.0 5492.0 1.56
92 214 454.0 3 6486.0 3789.0 1.96
93 217 457.0 3 2075.0 8995.0 1.48
94 218 458.0 3 4577.0 4389.0 1.61
95 220 460.0 3 3025.0 594.0 0.47
96 221 461.0 3 6175.0 4860.0 0.75
97 223 463.0 3 3943.0 657.0 0.61
98 224 464.0 3 873.0 388.0 0.67
99 225 465.0 3 4041.0 7131.0 1.32
100 225 465.0 3 5572.0 7329.0 1.41
101 226 466.0 3 6367.0 9406.0 1.12
102 231 471.0 3 5338.0 1243.0 0.67
103 231 471.0 3 5726.0 5592.0 1.27
104 232 472.0 3 9573.0 3837.0 1.15
105 234 474.0 3 7671.0 7336.0 1.23
106 237 477.0 3 3699.0 4171.0 1.8
107 239 479.0 3 1889.0 3783.0 1.04
108 239 479.0 3 2082.0 9318.0 1.31
109 240 480.0 3 5657.0 4607.0 1.07
110 242 482.0 3 6082.0 2650.0 1.83
111 248 488.0 3 3557.0 1745.0 1.36
112 250 490.0 3 4439.0 4491.0 0.6
113 251 491.0 3 4589.0 8488.0 0.9
114 251 491.0 3 932.0 3395.0 1.25
115 253 493.0 3 5319.0 1253.0 1.71
116 254 494.0 3 1066.0 1470.0 0.42
117 254 494.0 3 5762.0 2226.0 1.86
118 259 499.0 3 3956.0 8923.0 1.27
119 259 499.0 3 6233.0 5033.0 1.91
120 263 503.0 3 8511.0 1798.0 1.49
121 266 506.0 3 4002.0 3698.0 1.29
122 266 506.0 3 3738.0 9923.0 1.81
123 267 507.0 3 9807.0 3967.0 1.76
124 270 510.0 3 8045.0 7400.0 1.99
125 271 511.0 3 4603.0 9437.0 0.9
126 271 511.0 3 1052.0 4025.0 1.86
127 272 512.0 3 3721.0 1569.0 1.24
128 272 512.0 3 6039.0 6019.0 0.39
129 273 513.0 3 4670.0 3833.0 0.74
130 274 514.0 3 8571.0 3869.0 0.3
131 274 514.0 3 3342.0 2882.0 1.32
132 277 517.0 3 15.0 8407.0 0.97
133 277 517.0 3 8964.0 7787.0 1.31
