Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 9681.0 5078.0 0.44
2 1 241.0 3 4675.0 8362.0 1.0
3 8 248.0 3 8580.0 6084.0 0.85
4 8 248.0 3 2470.0 6419.0 0.61
5 9 249.0 3 4619.0 365.0 1.19
6 11 251.0 3 7485.0 1473.0 0.9
7 15 255.0 3 2012.0 8369.0 0.61
8 16 256.0 3 1140.0 2470.0 1.89
9 17 257.0 3 2950.0 5042.0 0.4
10 20 260.0 3 7110.0 5527.0 1.01
11 20 260.0 3 8404.0 4962.0 1.99
12 27 267.0 3 4618.0 1419.0 1.17
13 30 270.0 3 3992.0 1136.0 0.46
14 37 277.0 3 983.0 8344.0 0.58
15 37 277.0 3 2511.0 7535.0 1.04
16 39 279.0 3 5885.0 1465.0 1.14
17 40 280.0 3 6577.0 9830.0 1.78
18 41 281.0 3 3961.0 2496.0 1.76
19 44 284.0 3 6039.0 6765.0 0.35
20 45 285.0 3 2270.0 8835.0 1.63
21 46 286.0 3 9423.0 4150.0 1.79
22 47 287.0 3 9252.0 1368.0 0.85
23 47 287.0 3 4394.0 7777.0 0.82
24 50 290.0 3 2218.0 3071.0 1.5
25 50 290.0 3 3201.0 9547.0 0.4
26 55 295.0 3 174.0 5015.0 1.08
27 57 297.0 3 4149.0 4077.0 1.75
28 58 298.0 3 8745.0 7852.0 0.8
29 59 299.0 3 2628.0 2918.0 1.67
30 60 300.0 3 9764.0 8877.0 0.66
31 60 300.0 3 2704.0 1953.0 0.69
32 61 301.0 3 2275.0 6280.0 0.66
33 61 301.0 3 265.0 5861.0 1.74
34 61 301.0 3 4590.0 3740.0 0.81
35 63 303.0 3 7801.0 3539.0 1.53
36 64 304.0 3 7460.0 8266.0 1.93
37 65 305.0 3 2592.0 393.0 1.43
38 68 308.0 3 4699.0 9832.0 1.06
39 68 308.0 3 3906.0 4344.0 1.62
40 70 310.0 3 9545.0 7090.0 0.91
41 77 317.0 3 1241.0 831.0 0.55
42 79 319.0 3 4411.0 2448.0 0.6
43 79 319.0 3 4008.0 7176.0 0.88
44 80 320.0 3 3327.0 753.0 0.89
45 84 324.0 3 192.0 8443.0 1.02
46 90 330.0 3 4119.0 1506.0 0.47
47 91 331.0 3 6503.0 513.0 1.85
48 94 334.0 3 6737.0 7114.0 1.42
49 95 335.0 3 8979.0 2844.0 0.74
50 102 342.0 3 1242.0 6027.0 0.41
51 103 343.0 3 7106.0 213.0 0.69
52 105 345.0 3 2604.0 6968.0 1.27
53 111 351.0 3 3328.0 8286.0 0.47
54 111 351.0 3 6584.0 4721.0 0.99
55 115 355.0 3 5900.0 8381.0 1.01
56 116 356.0 3 2138.0 6803.0 1.05
57 117 357.0 3 6483.0 5348.0 1.05
58 124 364.0 3 6847.0 3379.0 1.57
59 127 367.0 3 2767.0 5840.0 0.3
60 131 371.0 3 4773.0 8191.0 0.99
61 131 371.0 3 6959.0 3121.0 1.17
62 134 374.0 3 9272.0 5689.0 1.05
63 135 375.0 3 1353.0 7820.0 0.43
64 136 376.0 3 8827.0 3792.0 1.32
65 137 377.0 3 7953.0 1847.0 1.37
66 138 378.0 3 4370.0 9262.0 1.24
67 139 379.0 3 1247.0 2067.0 1.94
68 140 380.0 3 7470.0 9834.0 0.39
69 145 385.0 3 8580.0 7397.0 0.53
70 151 391.0 3 5338.0 8822.0 1.12
71 152 392.0 3 8288.0 9830.0 0.87
72 153 393.0 3 4554.0 3119.0 0.55
73 153 393.0 3 3542.0 2469.0 0.79
74 153 393.0 3 3064.0 7539.0 0.88
75 158 398.0 3 2216.0 8094.0 1.95
76 160 400.0 3 2690.0 2262.0 0.35
77 164 404.0 3 7223.0 9828.0 1.12
78 167 407.0 3 919.0 4502.0 0.57
79 172 412.0 3 4262.0 6206.0 1.92
80 174 414.0 3 8792.0 2834.0 1.73
81 175 415.0 3 6126.0 9797.0 1.91
82 176 416.0 3 6568.0 7949.0 0.46
83 177 417.0 3 998.0 544.0 0.9
84 177 417.0 3 3330.0 472.0 1.17
85 177 417.0 3 8371.0 7606.0 0.58
86 180 420.0 3 3666.0 793.0 0.67
87 183 423.0 3 3758.0 4960.0 1.35
88 187 427.0 3 9959.0 4325.0 0.45
89 189 429.0 3 3025.0 5815.0 1.33
90 190 430.0 3 1735.0 5531.0 0.64
91 191 431.0 3 4048.0 3537.0 1.66
92 191 431.0 3 6139.0 5952.0 0.96
93 191 431.0 3 1502.0 7367.0 1.94
94 192 432.0 3 9840.0 6407.0 1.6
95 194 434.0 3 537.0 5352.0 1.37
96 194 434.0 3 4422.0 6091.0 1.04
97 194 434.0 3 780.0 7539.0 0.49
98 195 435.0 3 6598.0 8248.0 1.05
99 201 441.0 3 2443.0 9742.0 0.94
100 204 444.0 3 1563.0 7180.0 1.56
101 206 446.0 3 6741.0 7342.0 1.33
102 207 447.0 3 2706.0 3923.0 1.8
103 210 450.0 3 1352.0 277.0 0.49
104 213 453.0 3 4933.0 1853.0 1.68
105 213 453.0 3 3021.0 8909.0 0.7
106 214 454.0 3 5386.0 2024.0 1.68
107 214 454.0 3 4250.0 7176.0 0.41
108 219 459.0 3 3314.0 8280.0 0.84
109 220 460.0 3 9993.0 8406.0 0.83
110 220 460.0 3 3782.0 7645.0 1.19
111 222 462.0 3 7536.0 5071.0 1.34
112 223 463.0 3 2872.0 7343.0 0.79
113 226 466.0 3 8263.0 2416.0 1.35
114 226 466.0 3 3352.0 3022.0 1.82
115 227 467.0 3 861.0 7457.0 1.87
116 229 469.0 3 7678.0 6508.0 1.67
117 232 472.0 3 7286.0 877.0 0.63
118 235 475.0 3 322.0 3390.0 1.25
119 236 476.0 3 3027.0 8658.0 0.71
120 238 478.0 3 8693.0 1103.0 1.06
121 241 481.0 3 8460.0 1488.0 0.49
122 241 481.0 3 7054.0 8411.0 1.9
123 243 483.0 3 5573.0 157.0 0.48
124 244 484.0 3 3022.0 7125.0 0.69
125 249 489.0 3 1500.0 291.0 1.26
126 252 492.0 3 4988.0 4758.0 1.65
127 252 492.0 3 9547.0 133.0 0.33
128 253 493.0 3 5946.0 6900.0 1.27
129 255 495.0 3 7584.0 4532.0 0.49
130 255 495.0 3 5593.0 4304.0 0.42
131 256 496.0 3 9434.0 2443.0 1.75
132 258 498.0 3 1503.0 3392.0 0.32
