Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 2949.0 926.0 0.43
2 4 244.0 3 7319.0 2276.0 0.38
3 4 244.0 3 7314.0 5213.0 1.27
4 7 247.0 3 5102.0 2865.0 1.19
5 8 248.0 3 5542.0 4261.0 0.51
6 10 250.0 3 4879.0 3503.0 1.11
7 10 250.0 3 6764.0 2616.0 1.19
8 11 251.0 3 881.0 7385.0 0.81
9 11 251.0 3 3023.0 4714.0 1.46
10 14 254.0 3 7845.0 4697.0 1.6
11 15 255.0 3 4093.0 4556.0 0.35
12 16 256.0 3 9665.0 1942.0 1.25
13 18 258.0 3 6024.0 6107.0 0.36
14 23 263.0 3 7238.0 2902.0 1.81
15 27 267.0 3 3910.0 7128.0 0.69
16 27 267.0 3 4817.0 668.0 0.76
17 40 280.0 3 6051.0 4372.0 0.98
18 43 283.0 3 1687.0 7388.0 1.39
19 43 283.0 3 3095.0 4902.0 1.29
20 46 286.0 3 1698.0 5656.0 0.48
21 49 289.0 3 1514.0 7832.0 1.15
22 49 289.0 3 6358.0 3179.0 0.76
23 52 292.0 3 5662.0 6519.0 0.37
24 56 296.0 3 3869.0 8184.0 0.66
25 58 298.0 3 4703.0 5804.0 0.94
26 59 299.0 3 6193.0 3716.0 0.66
27 68 308.0 3 473.0 1218.0 1.0
28 69 309.0 3 5908.0 5507.0 0.89
29 71 311.0 3 9055.0 6048.0 1.54
30 72 312.0 3 6832.0 5110.0 1.17
31 74 314.0 3 2436.0 7229.0 0.67
32 74 314.0 3 7762.0 2918.0 1.15
33 74 314.0 3 6827.0 2788.0 1.97
34 74 314.0 3 2896.0 3828.0 0.45
35 78 318.0 3 5720.0 1002.0 1.89
36 82 322.0 3 7776.0 6233.0 1.92
37 83 323.0 3 3483.0 6634.0 0.38
38 85 325.0 3 7879.0 8502.0 0.96
39 90 330.0 3 4183.0 92.0 1.08
40 97 337.0 3 7945.0 4950.0 0.83
41 99 339.0 3 6837.0 4388.0 1.3
42 99 339.0 3 4134.0 6069.0 1.83
43 101 341.0 3 4677.0 3865.0 1.99
44 102 342.0 3 8123.0 7662.0 1.41
45 105 345.0 3 1443.0 5946.0 0.75
46 105 345.0 3 7215.0 5707.0 1.59
47 105 345.0 3 2824.0 4225.0 1.09
48 107 347.0 3 1550.0 7196.0 0.45
49 111 351.0 3 -709.0 2415.0 0.42
50 111 351.0 3 10122.0 3127.0 1.36
51 112 352.0 3 4312.0 4458.0 1.02
52 112 352.0 3 2807.0 9151.0 1.49
53 114 354.0 3 169.0 3321.0 0.88
54 116 356.0 3 851.0 5488.0 0.47
55 119 359.0 3 7084.0 5056.0 1.36
56 123 363.0 3 4370.0 6472.0 0.56
57 123 363.0 3 5854.0 3032.0 1.64
58 123 363.0 3 8397.0 877.0 0.41
59 128 368.0 3 4222.0 2134.0 1.91
60 130 370.0 3 4162.0 3405.0 0.7
61 136 376.0 3 4448.0 1453.0 1.37
62 140 380.0 3 4710.0 4602.0 0.46
63 141 381.0 3 4570.0 5604.0 0.49
64 146 386.0 3 5826.0 9511.0 0.31
65 146 386.0 3 3271.0 2937.0 1.2
66 147 387.0 3 4780.0 3860.0 1.29
67 148 388.0 3 4949.0 5392.0 1.12
68 150 390.0 3 5171.0 3755.0 1.88
69 150 390.0 3 447.0 3177.0 0.44
70 155 395.0 3 8683.0 5710.0 1.64
71 157 397.0 3 7379.0 3449.0 1.03
72 160 400.0 3 6825.0 4255.0 0.77
73 164 404.0 3 5183.0 4769.0 0.37
74 168 408.0 3 1192.0 1942.0 1.87
75 168 408.0 3 4567.0 3801.0 0.78
76 170 410.0 3 8225.0 7167.0 1.36
77 171 411.0 3 2279.0 5249.0 1.86
78 174 414.0 3 3620.0 7313.0 1.32
79 175 415.0 3 4789.0 1619.0 1.1
80 179 419.0 3 3409.0 5221.0 1.27
81 186 426.0 3 4521.0 5016.0 0.41
82 191 431.0 3 7155.0 4651.0 1.81
83 192 432.0 3 2816.0 10904.0 0.59
84 192 432.0 3 1179.0 7946.0 1.56
85 193 433.0 3 5113.0 8193.0 0.56
86 194 434.0 3 974.0 1274.0 1.2
87 197 437.0 3 7493.0 7907.0 0.94
88 197 437.0 3 3559.0 5908.0 0.87
89 198 438.0 3 8240.0 5756.0 1.32
90 201 441.0 3 1428.0 2682.0 0.58
91 202 442.0 3 3442.0 7812.0 1.29
92 202 442.0 3 4957.0 9431.0 0.7
93 207 447.0 3 5088.0 17.0 1.43
94 213 453.0 3 9617.0 2381.0 0.7
95 214 454.0 3 4750.0 7652.0 1.08
96 215 455.0 3 5035.0 6029.0 0.39
97 215 455.0 3 339.0 6331.0 1.79
98 217 457.0 3 2486.0 3215.0 0.62
99 218 458.0 3 4042.0 3520.0 1.0
100 218 458.0 3 1864.0 3313.0 1.17
101 219 459.0 3 7254.0 34.0 1.18
102 221 461.0 3 3653.0 2889.0 0.53
103 221 461.0 3 7663.0 4939.0 1.14
104 226 466.0 3 4283.0 9477.0 1.29
105 227 467.0 3 971.0 4703.0 1.96
106 227 467.0 3 3819.0 8084.0 0.47
107 227 467.0 3 4853.0 5067.0 1.91
108 230 470.0 3 7788.0 5574.0 0.68
109 234 474.0 3 3959.0 1853.0 0.46
110 239 479.0 3 4110.0 5475.0 0.6
111 243 483.0 3 2327.0 8880.0 0.92
112 243 483.0 3 6108.0 3825.0 1.95
113 244 484.0 3 4845.0 2689.0 1.26
114 248 488.0 3 1867.0 4808.0 0.86
115 249 489.0 3 7783.0 2947.0 0.36
116 253 493.0 3 5647.0 2561.0 0.41
117 253 493.0 3 4926.0 7600.0 1.18
118 260 500.0 3 9923.0 5975.0 0.91
119 261 501.0 3 4507.0 4247.0 1.63
120 262 502.0 3 7002.0 3004.0 0.63
121 262 502.0 3 2787.0 1993.0 0.79
122 262 502.0 3 7636.0 5333.0 1.04
123 265 505.0 3 5082.0 7979.0 1.7
124 267 507.0 3 3453.0 4560.0 0.99
125 268 508.0 3 4092.0 2671.0 1.48
126 271 511.0 3 8807.0 6267.0 0.99
127 271 511.0 3 5878.0 6729.0 1.07
128 272 512.0 3 5203.0 4896.0 0.69
129 273 513.0 3 7074.0 2742.0 0.37
130 276 516.0 3 4143.0 1141.0 1.15
131 276 516.0 3 2608.0 3262.0 0.65
132 277 517.0 3 1924.0 7202.0 1.24
133 277 517.0 3 2063.0 5143.0 0.43
134 278 518.0 3 4736.0 5554.0 1.91
135 280 520.0 3 6005.0 1202.0 0.95
136 280 520.0 3 6421.0 4646.0 0.39
137 280 520.0 3 9796.0 7341.0 1.33
138 280 520.0 3 1824.0 7493.0 0.85
139 280 520.0 3 4166.0 2446.0 1.43
140 281 521.0 3 7279.0 8314.0 1.75
141 282 522.0 3 4076.0 3849.0 1.98
142 285 525.0 3 6192.0 5024.0 1.36
143 288 528.0 3 3572.0 4210.0 1.7
144 289 529.0 3 3733.0 4137.0 0.39
145 292 532.0 3 6870.0 3261.0 1.31
146 298 538.0 3 2460.0 6323.0 1.17
147 305 545.0 3 4734.0 2042.0 1.73
148 306 546.0 3 5093.0 4507.0 1.03
149 312 552.0 3 5745.0 4964.0 1.07
150 317 557.0 3 6817.0 9718.0 0.69
151 317 557.0 3 3964.0 3108.0 0.75
152 320 560.0 3 8442.0 3544.0 1.02
153 320 560.0 3 5563.0 1327.0 1.94
154 325 565.0 3 4033.0 7403.0 0.52
155 330 570.0 3 4450.0 2048.0 0.37
156 336 576.0 3 150.0 9229.0 0.41
157 337 577.0 3 5813.0 5187.0 1.28
158 338 578.0 3 5266.0 3035.0 0.37
159 344 584.0 3 5402.0 3290.0 0.57
160 346 586.0 3 9733.0 7823.0 0.8
161 346 586.0 3 9104.0 1538.0 1.28
162 347 587.0 3 5730.0 3608.0 1.42
163 349 589.0 3 6830.0 2212.0 1.14
164 349 589.0 3 4927.0 5045.0 1.9
165 351 591.0 3 7279.0 3715.0 1.76
166 351 591.0 3 7709.0 8472.0 1.14
167 351 591.0 3 6990.0 3835.0 1.81
168 354 594.0 3 4644.0 4721.0 1.83
169 356 596.0 3 4317.0 6060.0 1.35
170 358 598.0 3 2211.0 4359.0 1.07
