Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 1 241.0 3 3309.0 6698.0 0.68
2 4 244.0 3 460.0 6800.0 1.66
3 6 246.0 3 3620.0 9325.0 0.52
4 8 248.0 3 8846.0 1297.0 1.48
5 8 248.0 3 2801.0 3162.0 0.59
6 9 249.0 3 7554.0 7101.0 0.39
7 10 250.0 3 2117.0 2711.0 1.31
8 11 251.0 3 1716.0 6753.0 0.51
9 11 251.0 3 6697.0 1831.0 0.4
10 13 253.0 3 6663.0 5380.0 1.51
11 14 254.0 3 9121.0 8260.0 0.84
12 14 254.0 3 3814.0 89.0 1.52
13 15 255.0 3 594.0 1562.0 0.77
14 15 255.0 3 7924.0 4324.0 1.81
15 15 255.0 3 2120.0 7841.0 0.79
16 15 255.0 3 3186.0 5185.0 1.85
17 22 262.0 3 3364.0 5889.0 0.61
18 25 265.0 3 6553.0 3253.0 1.87
19 26 266.0 3 1137.0 6418.0 0.38
20 26 266.0 3 7142.0 2981.0 1.3
21 26 266.0 3 1752.0 9206.0 0.86
22 31 271.0 3 3092.0 462.0 1.87
23 32 272.0 3 7707.0 8407.0 1.99
24 33 273.0 3 8338.0 1512.0 1.42
25 38 278.0 3 3930.0 3073.0 1.16
26 39 279.0 3 4820.0 5658.0 1.1
27 40 280.0 3 6154.0 3504.0 1.28
28 43 283.0 3 4272.0 9555.0 1.79
29 43 283.0 3 5542.0 5003.0 1.29
30 45 285.0 3 7891.0 6178.0 1.8
31 46 286.0 3 6644.0 5654.0 1.62
32 46 286.0 3 2217.0 1985.0 1.72
33 49 289.0 3 8524.0 8088.0 1.75
34 51 291.0 3 7593.0 3830.0 1.23
35 55 295.0 3 1457.0 3091.0 0.46
36 55 295.0 3 335.0 3697.0 0.36
37 65 305.0 3 8144.0 7493.0 1.48
38 65 305.0 3 671.0 1592.0 1.13
39 66 306.0 3 4869.0 3505.0 0.84
40 69 309.0 3 6528.0 1418.0 0.56
41 70 310.0 3 312.0 8921.0 0.92
42 73 313.0 3 494.0 2863.0 1.97
43 73 313.0 3 4914.0 6656.0 0.57
44 75 315.0 3 6644.0 9886.0 0.74
45 77 317.0 3 6323.0 9213.0 1.47
46 77 317.0 3 3091.0 6270.0 1.04
47 80 320.0 3 660.0 4494.0 1.52
48 81 321.0 3 9831.0 4960.0 0.64
49 83 323.0 3 6870.0 4056.0 0.55
50 85 325.0 3 4983.0 4558.0 1.62
51 87 327.0 3 2413.0 3364.0 1.52
52 95 335.0 3 2755.0 3068.0 1.06
53 97 337.0 3 5148.0 5833.0 1.37
54 97 337.0 3 3653.0 7142.0 0.51
55 101 341.0 3 8432.0 877.0 1.23
56 102 342.0 3 7155.0 5210.0 0.89
57 102 342.0 3 2474.0 1848.0 0.42
58 104 344.0 3 7487.0 942.0 0.78
59 105 345.0 3 1955.0 3168.0 1.07
60 105 345.0 3 7130.0 4734.0 1.34
61 109 349.0 3 8010.0 1088.0 0.77
62 112 352.0 3 8692.0 6011.0 0.73
63 114 354.0 3 7000.0 8141.0 0.81
64 114 354.0 3 6482.0 425.0 0.89
65 115 355.0 3 8212.0 1703.0 1.36
66 116 356.0 3 2349.0 6757.0 1.7
67 118 358.0 3 9077.0 971.0 0.46
68 130 370.0 3 360.0 1380.0 1.16
69 134 374.0 3 6217.0 2442.0 1.77
70 139 379.0 3 1079.0 6298.0 0.64
71 140 380.0 3 8598.0 1127.0 0.72
72 145 385.0 3 649.0 5425.0 0.54
73 145 385.0 3 9506.0 6855.0 0.48
74 145 385.0 3 9702.0 305.0 0.56
75 150 390.0 3 7668.0 3133.0 0.84
76 151 391.0 3 3742.0 4129.0 1.61
77 152 392.0 3 4682.0 2303.0 1.54
78 156 396.0 3 810.0 7858.0 0.5
79 158 398.0 3 6249.0 267.0 1.08
80 159 399.0 3 4286.0 5225.0 0.99
81 161 401.0 3 4663.0 7778.0 1.83
82 165 405.0 3 5582.0 7453.0 1.65
83 166 406.0 3 7332.0 3584.0 1.92
84 167 407.0 3 5632.0 6034.0 1.33
85 167 407.0 3 4849.0 255.0 1.86
86 169 409.0 3 7773.0 5654.0 1.92
87 170 410.0 3 6119.0 2897.0 1.17
88 180 420.0 3 9113.0 3423.0 1.95
89 183 423.0 3 7857.0 4202.0 1.04
90 184 424.0 3 5645.0 7700.0 0.69
91 187 427.0 3 9867.0 8990.0 0.78
92 187 427.0 3 6745.0 6479.0 0.41
93 188 428.0 3 6537.0 600.0 1.48
94 190 430.0 3 2537.0 2172.0 0.55
95 195 435.0 3 8607.0 395.0 1.06
96 196 436.0 3 9061.0 4589.0 1.61
97 197 437.0 3 7846.0 8194.0 0.65
98 198 438.0 3 8961.0 1877.0 0.36
99 201 441.0 3 8140.0 6282.0 1.97
100 203 443.0 3 3959.0 2182.0 0.33
101 205 445.0 3 6292.0 5734.0 0.56
102 206 446.0 3 5300.0 4575.0 1.12
103 208 448.0 3 562.0 7227.0 1.27
104 211 451.0 3 5022.0 2646.0 1.84
105 212 452.0 3 3796.0 160.0 0.37
106 214 454.0 3 7215.0 9657.0 0.67
107 219 459.0 3 3330.0 8770.0 1.6
108 220 460.0 3 54.0 4322.0 1.49
109 222 462.0 3 6773.0 6797.0 1.98
110 222 462.0 3 9471.0 1260.0 0.4
111 225 465.0 3 4980.0 9309.0 1.1
112 227 467.0 3 2214.0 6525.0 0.38
113 230 470.0 3 1337.0 3164.0 1.54
114 231 471.0 3 2977.0 9120.0 0.39
115 237 477.0 3 3285.0 9400.0 0.8
116 239 479.0 3 6779.0 6487.0 0.81
117 242 482.0 3 2010.0 8610.0 1.06
118 244 484.0 3 293.0 6657.0 0.32
119 245 485.0 3 2796.0 7871.0 1.61
120 247 487.0 3 8451.0 3464.0 1.83
121 248 488.0 3 8111.0 3898.0 1.28
122 248 488.0 3 5449.0 3101.0 1.94
123 249 489.0 3 1146.0 4924.0 0.57
124 249 489.0 3 103.0 7544.0 0.79
125 250 490.0 3 6025.0 7295.0 1.34
126 251 491.0 3 9588.0 3346.0 0.56
127 253 493.0 3 8949.0 6343.0 1.5
128 255 495.0 3 6885.0 254.0 0.72
129 255 495.0 3 5513.0 8128.0 0.58
130 257 497.0 3 8088.0 3938.0 0.31
131 262 502.0 3 2258.0 3564.0 1.78
132 263 503.0 3 3658.0 2198.0 1.99
133 263 503.0 3 7304.0 3798.0 1.87
134 266 506.0 3 2286.0 9005.0 0.82
135 268 508.0 3 256.0 6259.0 0.42
136 269 509.0 3 9443.0 7695.0 1.96
137 269 509.0 3 1804.0 1383.0 1.8
138 270 510.0 3 6866.0 9229.0 1.88
139 272 512.0 3 879.0 3640.0 1.9
140 274 514.0 3 4450.0 3269.0 1.77
141 275 515.0 3 7255.0 6749.0 0.96
142 277 517.0 3 8568.0 9160.0 0.64
143 277 517.0 3 2787.0 7782.0 0.52
144 278 518.0 3 4228.0 2463.0 1.66
145 282 522.0 3 4100.0 5820.0 0.34
146 283 523.0 3 1518.0 1535.0 1.4
147 283 523.0 3 1584.0 7071.0 1.24
148 294 534.0 3 1065.0 3630.0 0.98
149 298 538.0 3 7511.0 4431.0 1.39
150 300 540.0 3 5986.0 8243.0 1.46
151 302 542.0 3 1426.0 5460.0 1.85
152 306 546.0 3 8871.0 2354.0 0.44
153 308 548.0 3 9375.0 5406.0 1.16
154 310 550.0 3 1673.0 6277.0 0.72
155 311 551.0 3 1577.0 8378.0 1.97
156 317 557.0 3 8031.0 4191.0 0.85
157 318 558.0 3 7880.0 6429.0 0.56
158 320 560.0 3 4213.0 2608.0 1.42
159 323 563.0 3 7345.0 1472.0 1.96
160 327 567.0 3 7716.0 5073.0 1.54
161 328 568.0 3 6506.0 3339.0 2.0
162 332 572.0 3 7249.0 161.0 1.21
163 334 574.0 3 8333.0 5868.0 0.46
164 341 581.0 3 4576.0 6630.0 1.47
165 341 581.0 3 4429.0 2238.0 1.39
166 345 585.0 3 4556.0 7345.0 1.7
167 347 587.0 3 6175.0 5338.0 0.53
168 348 588.0 3 2170.0 8783.0 0.5
169 351 591.0 3 5112.0 5570.0 0.47
170 353 593.0 3 4948.0 2968.0 0.38
171 358 598.0 3 1720.0 7154.0 1.24
172 359 599.0 3 5439.0 4273.0 1.94
173 362 602.0 3 5067.0 1125.0 0.43
174 365 605.0 3 2190.0 2159.0 1.7
175 368 608.0 3 8453.0 5860.0 0.8
176 371 611.0 3 9282.0 4214.0 1.68
177 374 614.0 3 3149.0 4370.0 1.3
178 376 616.0 3 8781.0 5160.0 1.4
179 379 619.0 3 8163.0 6097.0 0.3
180 382 622.0 3 3415.0 5052.0 1.67
181 382 622.0 3 985.0 8322.0 1.17
182 384 624.0 3 1314.0 9317.0 0.68
183 385 625.0 3 415.0 4579.0 0.87
184 387 627.0 3 2431.0 2868.0 0.75
185 387 627.0 3 935.0 2069.0 1.38
186 387 627.0 3 8498.0 1790.0 0.52
187 387 627.0 3 6621.0 3774.0 0.41
188 388 628.0 3 8368.0 7864.0 1.68
189 390 630.0 3 800.0 5677.0 0.39
190 396 636.0 3 2013.0 6574.0 1.67
191 397 637.0 3 554.0 6474.0 0.44
192 398 638.0 3 9025.0 4376.0 1.08
193 401 641.0 3 4044.0 9859.0 1.48
194 404 644.0 3 6042.0 9808.0 1.6
195 404 644.0 3 9541.0 1526.0 0.87
196 406 646.0 3 3649.0 1098.0 1.38
197 407 647.0 3 1363.0 5008.0 0.92
198 411 651.0 3 5183.0 6203.0 1.71
199 414 654.0 3 965.0 6673.0 1.16
200 414 654.0 3 5236.0 2807.0 0.92
0 0 540 30 5000 5000 0
Num_drones 12
