Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 6000.0 889.0 0.45
2 5 245.0 3 4770.0 5810.0 1.0
3 5 245.0 3 1974.0 3514.0 0.33
4 10 250.0 3 7212.0 4253.0 0.99
5 11 251.0 3 2189.0 9293.0 0.32
6 11 251.0 3 2726.0 6906.0 1.35
7 12 252.0 3 2961.0 4549.0 0.97
8 12 252.0 3 7669.0 3526.0 1.27
9 13 253.0 3 3111.0 4140.0 1.94
10 14 254.0 3 2603.0 3828.0 0.88
11 15 255.0 3 2204.0 1018.0 1.3
12 18 258.0 3 7058.0 5130.0 1.79
13 19 259.0 3 4563.0 9620.0 1.78
14 19 259.0 3 5185.0 6362.0 1.0
15 20 260.0 3 1984.0 1926.0 0.3
16 21 261.0 3 5790.0 6991.0 0.79
17 30 270.0 3 3403.0 5565.0 1.43
18 30 270.0 3 7140.0 6082.0 1.52
19 32 272.0 3 2866.0 5761.0 0.58
20 34 274.0 3 1301.0 6002.0 1.19
21 38 278.0 3 5952.0 5345.0 0.97
22 38 278.0 3 3339.0 451.0 0.32
23 43 283.0 3 5726.0 6072.0 0.67
24 49 289.0 3 9256.0 1340.0 0.69
25 53 293.0 3 4203.0 7462.0 1.84
26 55 295.0 3 1505.0 6487.0 0.81
27 55 295.0 3 7781.0 7766.0 0.68
28 58 298.0 3 2320.0 1174.0 1.29
29 61 301.0 3 3310.0 4985.0 1.34
30 63 303.0 3 7928.0 1967.0 1.45
31 64 304.0 3 4300.0 6359.0 1.36
32 70 310.0 3 3912.0 2099.0 1.55
33 71 311.0 3 4461.0 1752.0 1.3
34 72 312.0 3 4175.0 7498.0 1.14
35 72 312.0 3 9174.0 8966.0 0.35
36 74 314.0 3 2924.0 1925.0 0.33
37 75 315.0 3 4826.0 4816.0 0.8
38 78 318.0 3 4072.0 3270.0 1.25
39 85 325.0 3 6789.0 9402.0 0.48
40 85 325.0 3 5894.0 2329.0 1.98
41 86 326.0 3 6223.0 5202.0 0.41
42 90 330.0 3 5969.0 1918.0 1.47
43 91 331.0 3 5705.0 4353.0 1.78
44 93 333.0 3 4473.0 5412.0 1.29
45 96 336.0 3 3415.0 6058.0 1.64
46 98 338.0 3 7356.0 3330.0 0.7
47 100 340.0 3 2328.0 7900.0 0.57
48 104 344.0 3 2551.0 6319.0 0.48
49 105 345.0 3 5483.0 7186.0 1.62
50 111 351.0 3 3772.0 6316.0 1.05
51 112 352.0 3 8134.0 6721.0 0.61
52 113 353.0 3 4370.0 1793.0 1.3
53 115 355.0 3 4625.0 5153.0 1.54
54 116 356.0 3 7427.0 1453.0 1.95
55 117 357.0 3 6770.0 6373.0 0.73
56 120 360.0 3 1704.0 6582.0 0.97
57 121 361.0 3 4405.0 659.0 0.73
58 121 361.0 3 2794.0 5268.0 1.39
59 125 365.0 3 8335.0 7732.0 1.87
60 126 366.0 3 6183.0 7881.0 1.36
61 127 367.0 3 8490.0 5288.0 0.64
62 134 374.0 3 6032.0 8719.0 1.45
63 135 375.0 3 1341.0 6434.0 0.61
64 136 376.0 3 4096.0 1506.0 1.02
65 137 377.0 3 3681.0 7216.0 1.53
66 141 381.0 3 3107.0 8287.0 1.67
67 144 384.0 3 4931.0 4455.0 1.46
68 147 387.0 3 2936.0 1672.0 0.76
69 147 387.0 3 5269.0 5213.0 1.81
70 150 390.0 3 6094.0 653.0 1.35
71 152 392.0 3 3623.0 1513.0 1.71
72 160 400.0 3 6162.0 1177.0 1.24
73 162 402.0 3 7453.0 7752.0 0.39
74 164 404.0 3 8609.0 3300.0 0.85
75 167 407.0 3 9145.0 6785.0 0.78
76 167 407.0 3 4303.0 809.0 0.69
77 169 409.0 3 8609.0 9638.0 0.66
78 172 412.0 3 7741.0 6392.0 1.25
79 173 413.0 3 5769.0 885.0 1.33
80 175 415.0 3 6537.0 3389.0 1.59
81 176 416.0 3 909.0 5935.0 1.96
82 176 416.0 3 3749.0 7452.0 1.58
83 178 418.0 3 9122.0 6938.0 1.27
84 181 421.0 3 8011.0 8124.0 1.12
85 184 424.0 3 3852.0 4198.0 0.39
86 185 425.0 3 9142.0 7041.0 0.62
87 185 425.0 3 5367.0 8000.0 0.77
