Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 2 242.0 3 6576.0 7914.0 0.55
2 7 247.0 3 2156.0 7924.0 1.96
3 7 247.0 3 4673.0 4313.0 1.02
4 9 249.0 3 5517.0 5188.0 0.78
5 12 252.0 3 4465.0 1702.0 0.46
6 13 253.0 3 4422.0 1740.0 1.67
7 14 254.0 3 4723.0 5264.0 1.55
8 15 255.0 3 5664.0 5422.0 1.81
9 17 257.0 3 5587.0 10053.0 1.94
10 21 261.0 3 2035.0 6534.0 1.92
11 24 264.0 3 7294.0 9597.0 1.7
12 34 274.0 3 8135.0 6972.0 1.06
13 36 276.0 3 5367.0 6825.0 1.67
14 37 277.0 3 7794.0 5329.0 1.97
15 37 277.0 3 8299.0 8118.0 0.93
16 37 277.0 3 9103.0 5138.0 1.29
17 39 279.0 3 6009.0 7712.0 1.38
18 45 285.0 3 6475.0 6719.0 1.16
19 46 286.0 3 7562.0 4012.0 1.87
20 47 287.0 3 1856.0 5989.0 1.65
21 48 288.0 3 7339.0 2541.0 0.37
22 48 288.0 3 8232.0 5703.0 0.79
23 49 289.0 3 10032.0 2849.0 0.99
24 51 291.0 3 3732.0 5126.0 0.6
25 52 292.0 3 3796.0 9354.0 0.65
26 55 295.0 3 2420.0 8893.0 1.36
27 59 299.0 3 3773.0 4792.0 1.71
28 61 301.0 3 4602.0 7777.0 0.98
29 62 302.0 3 6493.0 804.0 0.72
30 67 307.0 3 4354.0 4841.0 1.65
31 70 310.0 3 3764.0 6097.0 0.3
32 82 322.0 3 4122.0 4356.0 1.73
33 83 323.0 3 9357.0 7179.0 1.1
34 84 324.0 3 3215.0 3739.0 1.79
35 84 324.0 3 5946.0 2509.0 1.81
36 86 326.0 3 8726.0 5102.0 1.83
37 89 329.0 3 9476.0 5318.0 0.64
38 89 329.0 3 2756.0 6320.0 0.88
39 90 330.0 3 5023.0 3099.0 0.39
40 90 330.0 3 8916.0 6425.0 0.56
41 93 333.0 3 4393.0 8144.0 1.43
42 99 339.0 3 4336.0 7195.0 0.74
43 100 340.0 3 4522.0 7021.0 1.92
44 100 340.0 3 5736.0 3687.0 0.87
45 103 343.0 3 520.0 4860.0 1.82
46 103 343.0 3 2858.0 6486.0 1.96
47 106 346.0 3 8402.0 7908.0 0.53
48 108 348.0 3 1507.0 5136.0 0.31
49 110 350.0 3 423.0 1712.0 0.92
50 114 354.0 3 3023.0 5505.0 0.95
51 115 355.0 3 9426.0 1818.0 0.64
52 115 355.0 3 6076.0 6497.0 0.98
53 115 355.0 3 2396.0 5256.0 0.98
54 118 358.0 3 7554.0 6967.0 0.73
55 120 360.0 3 4841.0 4542.0 0.83
56 120 360.0 3 1369.0 2513.0 1.34
57 122 362.0 3 6783.0 10321.0 0.45
58 123 363.0 3 4816.0 889.0 0.54
59 124 364.0 3 7261.0 7642.0 0.37
60 126 366.0 3 9030.0 6719.0 1.17
61 127 367.0 3 5820.0 9853.0 0.92
62 128 368.0 3 3102.0 4323.0 0.66
63 128 368.0 3 2498.0 4503.0 0.59
64 130 370.0 3 2092.0 5787.0 1.91
65 136 376.0 3 2904.0 6327.0 1.89
66 137 377.0 3 4063.0 1873.0 1.27
67 137 377.0 3 8435.0 6674.0 0.4
68 138 378.0 3 5147.0 9112.0 1.04
69 144 384.0 3 3327.0 8139.0 1.38
70 145 385.0 3 5474.0 6707.0 1.41
71 151 391.0 3 2034.0 -111.0 0.41
72 152 392.0 3 5652.0 2012.0 0.34
73 154 394.0 3 1436.0 6304.0 1.66
74 158 398.0 3 4479.0 7177.0 1.98
75 160 400.0 3 8551.0 3639.0 1.87
76 162 402.0 3 5982.0 9806.0 0.41
77 162 402.0 3 7079.0 3816.0 0.81
78 166 406.0 3 5392.0 2116.0 0.49
79 167 407.0 3 4988.0 1599.0 1.44
80 172 412.0 3 7124.0 6429.0 0.4
81 175 415.0 3 5517.0 2776.0 1.25
82 175 415.0 3 4988.0 6218.0 1.28
83 175 415.0 3 5482.0 4477.0 1.1
84 177 417.0 3 2165.0 2916.0 1.84
85 183 423.0 3 3692.0 7739.0 0.77
86 184 424.0 3 7553.0 2589.0 1.22
87 184 424.0 3 6073.0 2407.0 0.74
88 187 427.0 3 2406.0 1848.0 1.98
89 194 434.0 3 7980.0 5052.0 1.64
90 198 438.0 3 5430.0 1097.0 1.32
91 198 438.0 3 2746.0 9950.0 0.48
92 200 440.0 3 3749.0 8185.0 0.43
93 204 444.0 3 5450.0 6125.0 1.9
94 205 445.0 3 5373.0 2614.0 1.32
95 209 449.0 3 2140.0 6768.0 1.25
96 210 450.0 3 4725.0 3497.0 1.69
97 210 450.0 3 7818.0 472.0 1.41
98 215 455.0 3 6666.0 3366.0 1.07
99 217 457.0 3 5712.0 5683.0 1.23
