Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 4 244.0 3 7169.0 3551.0 1.6
2 6 246.0 3 2423.0 5758.0 1.5
3 6 246.0 3 589.0 3657.0 0.33
4 7 247.0 3 5512.0 8986.0 1.75
5 10 250.0 3 5135.0 3321.0 1.54
6 17 257.0 3 2692.0 3227.0 1.81
7 18 258.0 3 3125.0 1435.0 1.91
8 19 259.0 3 4586.0 4118.0 1.03
9 22 262.0 3 2010.0 2452.0 1.55
10 25 265.0 3 5409.0 666.0 1.49
11 30 270.0 3 5166.0 9844.0 1.16
12 31 271.0 3 6771.0 4272.0 0.76
13 34 274.0 3 5813.0 1163.0 1.58
14 35 275.0 3 678.0 6420.0 0.55
15 37 277.0 3 3404.0 9072.0 1.05
16 38 278.0 3 5159.0 5410.0 2.0
17 44 284.0 3 6436.0 7461.0 0.94
18 47 287.0 3 1326.0 9234.0 1.15
19 47 287.0 3 1017.0 4784.0 0.95
20 49 289.0 3 2122.0 5928.0 0.87
21 52 292.0 3 7023.0 9343.0 1.21
22 53 293.0 3 3972.0 3293.0 1.0
23 56 296.0 3 8384.0 3599.0 0.71
24 57 297.0 3 175.0 6152.0 1.05
25 58 298.0 3 8354.0 3661.0 1.5
26 60 300.0 3 4286.0 3529.0 0.57
27 60 300.0 3 3169.0 7270.0 0.37
28 65 305.0 3 1303.0 2900.0 1.49
29 70 310.0 3 1503.0 5398.0 1.13
30 71 311.0 3 2787.0 5070.0 0.9
31 72 312.0 3 6961.0 2873.0 1.16
32 74 314.0 3 2792.0 3612.0 0.64
33 75 315.0 3 3556.0 6726.0 0.5
34 76 316.0 3 2975.0 4888.0 0.31
35 78 318.0 3 56.0 7013.0 1.48
36 81 321.0 3 3846.0 5703.0 0.43
37 82 322.0 3 5407.0 2559.0 0.36
38 82 322.0 3 5252.0 9736.0 1.3
39 83 323.0 3 9413.0 7552.0 1.75
40 86 326.0 3 3600.0 4227.0 0.75
41 88 328.0 3 95.0 5496.0 1.07
42 92 332.0 3 4859.0 8326.0 1.05
43 96 336.0 3 5742.0 1865.0 0.69
44 96 336.0 3 3348.0 2574.0 0.88
45 99 339.0 3 3882.0 1229.0 0.89
46 99 339.0 3 8790.0 288.0 0.84
47 99 339.0 3 5705.0 1916.0 0.81
48 101 341.0 3 4212.0 1836.0 0.3
49 104 344.0 3 7755.0 5998.0 0.38
50 105 345.0 3 7553.0 3134.0 1.51
51 107 347.0 3 5752.0 7638.0 1.17
52 108 348.0 3 961.0 5864.0 1.94
53 110 350.0 3 6474.0 2853.0 1.05
54 117 357.0 3 4137.0 6490.0 0.69
55 117 357.0 3 3228.0 4514.0 1.12
56 120 360.0 3 8154.0 5930.0 1.39
57 123 363.0 3 8626.0 325.0 0.65
58 125 365.0 3 6078.0 6031.0 0.94
59 125 365.0 3 1530.0 181.0 0.62
60 126 366.0 3 2874.0 3489.0 0.94
61 127 367.0 3 1652.0 3154.0 0.5
62 127 367.0 3 8098.0 9007.0 0.4
63 129 369.0 3 3970.0 966.0 0.97
64 131 371.0 3 1237.0 2881.0 1.32
65 135 375.0 3 3012.0 353.0 1.16
66 137 377.0 3 8731.0 9729.0 0.91
67 137 377.0 3 2600.0 7541.0 0.87
68 139 379.0 3 2216.0 7953.0 0.63
69 141 381.0 3 5804.0 9253.0 1.21
70 141 381.0 3 2388.0 7002.0 1.17
71 142 382.0 3 2203.0 4914.0 1.31
72 142 382.0 3 4253.0 450.0 1.97
73 143 383.0 3 4650.0 7945.0 0.67
74 144 384.0 3 3529.0 4554.0 0.81
75 148 388.0 3 5942.0 9638.0 0.95
76 152 392.0 3 3984.0 7740.0 0.89
77 152 392.0 3 6415.0 1329.0 1.91
78 152 392.0 3 5760.0 9455.0 0.43
79 157 397.0 3 2044.0 7945.0 1.43
80 158 398.0 3 277.0 6264.0 0.83
81 160 400.0 3 1591.0 7836.0 1.82
82 162 402.0 3 4639.0 2279.0 1.07
83 163 403.0 3 410.0 7263.0 1.04
84 166 406.0 3 1565.0 8504.0 1.05
85 166 406.0 3 1485.0 7167.0 0.32
86 167 407.0 3 2621.0 1019.0 1.33
87 168 408.0 3 798.0 2413.0 1.27
88 173 413.0 3 3492.0 6069.0 1.98
89 173 413.0 3 7592.0 7374.0 0.4
90 175 415.0 3 3011.0 2861.0 1.99
91 179 419.0 3 4624.0 4934.0 1.62
92 186 426.0 3 2595.0 5525.0 0.42
93 186 426.0 3 6630.0 794.0 0.52
94 188 428.0 3 7303.0 6544.0 1.23
95 190 430.0 3 5578.0 5578.0 1.81
96 191 431.0 3 8928.0 1026.0 0.53
97 192 432.0 3 3184.0 2589.0 1.53
98 194 434.0 3 5922.0 7912.0 0.73
99 198 438.0 3 7349.0 1024.0 1.01
100 199 439.0 3 2204.0 8327.0 1.18
101 200 440.0 3 6101.0 9844.0 1.66
102 202 442.0 3 4233.0 6944.0 0.65
103 203 443.0 3 8586.0 7286.0 1.12
104 208 448.0 3 1918.0 3335.0 1.36
105 215 455.0 3 2865.0 120.0 0.36
106 216 456.0 3 5301.0 3233.0 0.58
107 217 457.0 3 5776.0 9462.0 1.25
108 218 458.0 3 7484.0 3805.0 1.39
109 219 459.0 3 6045.0 8186.0 1.99
110 220 460.0 3 4717.0 1783.0 1.61
111 221 461.0 3 4273.0 3498.0 0.58
112 222 462.0 3 2857.0 1985.0 0.42
113 233 473.0 3 4768.0 6304.0 0.87
114 234 474.0 3 8718.0 6616.0 0.41
115 234 474.0 3 5668.0 7877.0 1.91
116 235 475.0 3 2590.0 9128.0 1.76
117 236 476.0 3 3972.0 4530.0 1.59
118 238 478.0 3 906.0 8439.0 0.88
119 242 482.0 3 829.0 6275.0 1.43
120 245 485.0 3 1502.0 9269.0 1.29
121 246 486.0 3 400.0 8017.0 1.06
122 247 487.0 3 8377.0 6875.0 1.87
123 250 490.0 3 8672.0 4036.0 1.62
124 254 494.0 3 9324.0 4386.0 1.64
125 255 495.0 3 8273.0 2445.0 0.8
126 255 495.0 3 2564.0 5117.0 0.86
127 260 500.0 3 8137.0 8496.0 1.8
128 262 502.0 3 2978.0 8262.0 0.34
129 262 502.0 3 3933.0 9027.0 0.79
130 265 505.0 3 4281.0 7182.0 0.58
131 268 508.0 3 3489.0 1819.0 1.68
132 274 514.0 3 1049.0 9340.0 0.33
133 275 515.0 3 8176.0 6936.0 0.47
134 278 518.0 3 1248.0 530.0 0.55
135 281 521.0 3 4641.0 672.0 1.8
136 282 522.0 3 4595.0 7561.0 1.14
137 282 522.0 3 9657.0 3867.0 1.29
138 283 523.0 3 2374.0 316.0 0.33
139 284 524.0 3 3430.0 3281.0 1.88
140 287 527.0 3 7520.0 3696.0 1.94
141 287 527.0 3 3248.0 4777.0 1.6
142 288 528.0 3 5531.0 8633.0 1.7
143 289 529.0 3 8331.0 7560.0 1.58
144 291 531.0 3 8598.0 8657.0 0.33
145 291 531.0 3 3791.0 892.0 0.61
146 293 533.0 3 5378.0 9104.0 1.25
147 294 534.0 3 1407.0 4204.0 0.41
148 295 535.0 3 455.0 8373.0 0.59
149 298 538.0 3 9331.0 4830.0 1.47
150 304 544.0 3 4356.0 9217.0 0.54
151 305 545.0 3 6778.0 5374.0 1.37
152 306 546.0 3 108.0 4982.0 1.21
153 306 546.0 3 7990.0 9827.0 0.35
154 308 548.0 3 7139.0 9189.0 1.77
155 310 550.0 3 951.0 5809.0 1.8
156 312 552.0 3 9701.0 5104.0 1.74
157 314 554.0 3 6579.0 970.0 1.67
158 315 555.0 3 2815.0 2181.0 1.34
159 315 555.0 3 1820.0 545.0 0.9
160 318 558.0 3 5353.0 7682.0 1.69
161 321 561.0 3 8066.0 4031.0 1.16
162 329 569.0 3 8045.0 8546.0 0.49
163 331 571.0 3 7913.0 2302.0 0.93
164 332 572.0 3 2894.0 6568.0 0.55
165 333 573.0 3 5450.0 9472.0 1.56
166 334 574.0 3 7859.0 5698.0 1.25
167 335 575.0 3 3759.0 5531.0 1.71
168 343 583.0 3 7677.0 5.0 0.77
169 343 583.0 3 1737.0 5029.0 0.52
170 351 591.0 3 237.0 6754.0 0.82
171 352 592.0 3 3984.0 1985.0 1.88
172 353 593.0 3 5149.0 9441.0 1.57
173 354 594.0 3 8126.0 4188.0 1.27
174 357 597.0 3 4810.0 664.0 1.81
175 358 598.0 3 1297.0 1116.0 0.35
176 358 598.0 3 1365.0 1413.0 1.91
177 359 599.0 3 3142.0 4697.0 0.67
178 359 599.0 3 7482.0 621.0 0.98
179 366 606.0 3 5513.0 4516.0 0.71
180 367 607.0 3 2002.0 4461.0 1.34
181 368 608.0 3 5333.0 9794.0 0.8
182 370 610.0 3 3627.0 4518.0 0.68
183 383 623.0 3 7439.0 1951.0 0.39
184 386 626.0 3 5265.0 847.0 1.34
185 390 630.0 3 9077.0 7868.0 1.14
186 390 630.0 3 4546.0 7120.0 0.37
187 399 639.0 3 6059.0 4114.0 0.93
188 402 642.0 3 1741.0 4424.0 1.07
189 403 643.0 3 7457.0 3172.0 0.58
190 406 646.0 3 3951.0 66.0 1.55
191 408 648.0 3 146.0 4947.0 0.91
192 409 649.0 3 5584.0 8048.0 1.65
193 410 650.0 3 3757.0 117.0 1.46
194 410 650.0 3 3013.0 7000.0 0.3
195 413 653.0 3 3243.0 4465.0 1.03
196 414 654.0 3 5431.0 2885.0 1.71
197 414 654.0 3 4441.0 1718.0 0.5
198 417 657.0 3 6206.0 6614.0 0.97
199 419 659.0 3 4427.0 3675.0 1.62
200 419 659.0 3 357.0 5112.0 1.42
0 0 540 30 5000 5000 0
Num_drones 12
