Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 0 240.0 3 8564.0 2012.0 1.99
2 1 241.0 3 4107.0 3715.0 0.76
3 1 241.0 3 6155.0 9743.0 0.93
4 1 241.0 3 3978.0 3983.0 0.65
5 4 244.0 3 352.0 5693.0 1.41
6 4 244.0 3 3426.0 6758.0 0.59
7 6 246.0 3 3140.0 7391.0 0.67
8 6 246.0 3 4783.0 6051.0 0.41
9 8 248.0 3 4602.0 4824.0 1.47
10 8 248.0 3 6119.0 8985.0 1.31
11 9 249.0 3 7144.0 4516.0 1.88
12 10 250.0 3 8341.0 4009.0 1.51
13 11 251.0 3 2071.0 628.0 1.03
14 16 256.0 3 5474.0 3285.0 0.83
15 17 257.0 3 485.0 3331.0 1.66
16 23 263.0 3 3115.0 9920.0 0.36
17 24 264.0 3 2615.0 6376.0 1.12
18 25 265.0 3 5341.0 2532.0 0.37
19 29 269.0 3 -482.0 6348.0 1.06
20 30 270.0 3 2000.0 3397.0 1.08
21 31 271.0 3 8002.0 5138.0 1.01
22 32 272.0 3 3844.0 3738.0 1.31
23 34 274.0 3 3310.0 6779.0 0.99
24 35 275.0 3 3415.0 3474.0 0.53
25 36 276.0 3 4327.0 5608.0 0.64
26 38 278.0 3 4592.0 7338.0 1.33
27 40 280.0 3 4775.0 2572.0 0.32
28 42 282.0 3 3296.0 3850.0 1.29
29 43 283.0 3 9037.0 4124.0 1.26
30 45 285.0 3 7866.0 7557.0 1.25
31 49 289.0 3 6057.0 3660.0 1.58
32 53 293.0 3 3778.0 1457.0 1.39
