Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 2 242.0 3 5544.0 1688.0 0.52
2 5 245.0 3 2269.0 908.0 1.49
3 9 249.0 3 7722.0 3678.0 1.81
4 10 250.0 3 5048.0 5316.0 0.81
5 12 252.0 3 5130.0 4029.0 0.99
6 15 255.0 3 1343.0 4091.0 1.12
7 16 256.0 3 7412.0 5606.0 0.73
8 18 258.0 3 8418.0 7185.0 1.8
9 18 258.0 3 2413.0 5691.0 1.5
10 19 259.0 3 5065.0 2881.0 0.58
11 22 262.0 3 6249.0 3360.0 1.62
12 22 262.0 3 4299.0 2360.0 1.03
13 26 266.0 3 5138.0 2609.0 0.65
14 27 267.0 3 6433.0 2721.0 0.6
15 31 271.0 3 10213.0 3613.0 0.58
16 32 272.0 3 2681.0 3867.0 1.6
17 36 276.0 3 7160.0 5828.0 1.43
18 37 277.0 3 4571.0 3334.0 1.24
19 38 278.0 3 5117.0 7791.0 0.64
20 39 279.0 3 3957.0 6027.0 1.57
21 39 279.0 3 -905.0 5675.0 0.43
22 41 281.0 3 5607.0 9380.0 0.45
23 44 284.0 3 4029.0 2370.0 1.48
24 45 285.0 3 6472.0 3240.0 0.37
25 47 287.0 3 6011.0 3601.0 0.51
26 47 287.0 3 5941.0 5275.0 1.17
27 50 290.0 3 5870.0 391.0 1.38
28 51 291.0 3 3953.0 4799.0 0.89
29 51 291.0 3 3318.0 4865.0 0.85
30 52 292.0 3 8678.0 2354.0 0.91
31 61 301.0 3 6034.0 3653.0 1.65
32 61 301.0 3 4181.0 7305.0 1.97
33 69 309.0 3 5186.0 3505.0 1.93
34 69 309.0 3 861.0 2787.0 1.54
35 71 311.0 3 7183.0 4562.0 1.03
36 72 312.0 3 6523.0 3482.0 1.99
37 76 316.0 3 4944.0 2215.0 1.17
38 79 319.0 3 6122.0 2906.0 0.34
39 83 323.0 3 6908.0 6096.0 1.62
40 84 324.0 3 2647.0 6662.0 0.82
41 84 324.0 3 6733.0 7721.0 0.62
42 85 325.0 3 5766.0 6182.0 0.91
43 86 326.0 3 2964.0 3773.0 1.13
44 86 326.0 3 5178.0 6556.0 1.95
45 87 327.0 3 5174.0 -132.0 0.95
46 87 327.0 3 6205.0 6769.0 0.8
47 88 328.0 3 2684.0 2744.0 1.94
48 91 331.0 3 9150.0 3576.0 0.71
49 95 335.0 3 5577.0 9162.0 1.26
50 96 336.0 3 3766.0 1392.0 1.41
51 96 336.0 3 4524.0 5440.0 0.48
52 104 344.0 3 9875.0 5848.0 1.43
53 106 346.0 3 7226.0 -310.0 1.12
54 109 349.0 3 8462.0 7952.0 1.96
55 114 354.0 3 3850.0 4432.0 1.95
56 117 357.0 3 7104.0 520.0 1.41
57 118 358.0 3 2713.0 8780.0 1.14
58 120 360.0 3 5024.0 3316.0 1.23
59 123 363.0 3 6523.0 2464.0 1.83
60 124 364.0 3 9114.0 5299.0 1.04
61 126 366.0 3 5997.0 9351.0 1.72
62 131 371.0 3 4237.0 5049.0 1.21
63 133 373.0 3 5767.0 6856.0 1.11
64 135 375.0 3 3985.0 6666.0 1.58
65 137 377.0 3 5174.0 2164.0 1.31
66 138 378.0 3 5918.0 9546.0 1.8
67 139 379.0 3 5097.0 3167.0 1.02
68 141 381.0 3 6398.0 3849.0 0.84
69 144 384.0 3 2523.0 1130.0 1.76
70 146 386.0 3 3443.0 1513.0 1.24
71 147 387.0 3 5132.0 4416.0 1.94
72 148 388.0 3 5505.0 5066.0 1.81
73 151 391.0 3 6156.0 7177.0 0.74
74 151 391.0 3 5930.0 4603.0 0.44
75 158 398.0 3 2074.0 6067.0 0.73
76 158 398.0 3 4029.0 4958.0 1.4
77 162 402.0 3 8032.0 5059.0 0.34
78 163 403.0 3 2703.0 5857.0 1.06
79 167 407.0 3 6811.0 5134.0 0.59
80 168 408.0 3 8022.0 6573.0 0.69
81 169 409.0 3 6773.0 2137.0 0.88
82 170 410.0 3 4197.0 5800.0 0.49
83 171 411.0 3 4804.0 7606.0 0.58
84 172 412.0 3 4652.0 7544.0 1.2
85 174 414.0 3 3558.0 8886.0 1.8
86 176 416.0 3 8387.0 3037.0 0.99
87 178 418.0 3 7434.0 4541.0 1.92
88 182 422.0 3 3432.0 7581.0 0.46
89 190 430.0 3 9076.0 4450.0 1.06
90 191 431.0 3 7446.0 7319.0 0.6
91 192 432.0 3 4323.0 6761.0 1.68
92 194 434.0 3 4482.0 8979.0 0.4
93 195 435.0 3 2326.0 5711.0 1.22
94 195 435.0 3 4731.0 7528.0 1.84
95 198 438.0 3 7485.0 9374.0 1.73
96 207 447.0 3 10291.0 3734.0 1.2
97 212 452.0 3 3872.0 2937.0 1.59
98 213 453.0 3 5244.0 657.0 0.73
99 217 457.0 3 8501.0 1691.0 1.61
100 220 460.0 3 6563.0 7439.0 0.59
101 221 461.0 3 2156.0 4308.0 1.69
102 222 462.0 3 8017.0 6852.0 1.87
103 223 463.0 3 6947.0 8454.0 1.92
104 232 472.0 3 6220.0 986.0 1.71
105 233 473.0 3 2744.0 4271.0 0.96
