Drone_data                      
          q_d       2.3     [Kg]
            W       1.5     [Kg]
            m       1.5     [Kg]
            g      9.81   [N/Kg]
        rho_d     1.204 [Kg/m^3]
         xi_d    0.0064    [m^2]
          h_d         6         
KWh_conv_fact  0.000017         
      ce_unit       306  [Ã¢â€šÂ¬/KWh]

Battery_data                      
             E_min  10.00  percent
             E_max 100.00  percent
           under_E  10.00  percent
max_energy_density   0.27 [KWh/Kg]
 minutes_conv_fact   0.60         
    charging power   0.90  [KW/Kg]
           omega_0   0.00         
               rho  20.00  minutes

Customers_data 
id t l_i st_i x_i y_i q_i
1 3 243.0 3 7716.0 3842.0 0.67
2 4 244.0 3 1216.0 4037.0 1.72
3 5 245.0 3 2436.0 20.0 0.65
4 6 246.0 3 546.0 9561.0 0.52
5 9 249.0 3 7734.0 1719.0 1.54
6 10 250.0 3 8012.0 3064.0 0.94
7 13 253.0 3 6469.0 9632.0 0.49
8 15 255.0 3 6626.0 5465.0 1.78
9 15 255.0 3 5345.0 4146.0 1.39
10 16 256.0 3 5643.0 352.0 0.55
11 31 271.0 3 4941.0 2874.0 0.89
12 31 271.0 3 3652.0 4001.0 0.37
13 38 278.0 3 5310.0 5005.0 0.45
14 41 281.0 3 1962.0 8935.0 0.67
15 45 285.0 3 3952.0 8655.0 1.03
16 46 286.0 3 7961.0 8904.0 1.4
17 49 289.0 3 5895.0 4739.0 1.03
18 51 291.0 3 2238.0 2252.0 1.47
19 51 291.0 3 6783.0 8477.0 0.31
20 52 292.0 3 2499.0 6643.0 0.91
21 52 292.0 3 1808.0 1703.0 1.91
22 52 292.0 3 7148.0 9019.0 1.67
23 53 293.0 3 4868.0 4315.0 1.09
24 54 294.0 3 8112.0 794.0 0.72
25 54 294.0 3 3972.0 8695.0 0.57
26 56 296.0 3 7522.0 632.0 1.69
27 60 300.0 3 8583.0 1092.0 1.43
28 60 300.0 3 2315.0 7597.0 0.55
29 63 303.0 3 6166.0 9312.0 1.99
30 66 306.0 3 3516.0 579.0 1.35
31 68 308.0 3 7618.0 2965.0 0.99
32 70 310.0 3 4394.0 7978.0 1.48
33 72 312.0 3 2707.0 5430.0 1.64
34 72 312.0 3 6725.0 8084.0 1.67
35 73 313.0 3 5606.0 291.0 1.41
36 78 318.0 3 1789.0 9020.0 1.08
37 80 320.0 3 3098.0 6393.0 1.23
38 80 320.0 3 24.0 6013.0 0.87
39 86 326.0 3 7047.0 166.0 1.41
40 88 328.0 3 1940.0 1036.0 0.62
41 90 330.0 3 3706.0 7487.0 1.54
42 91 331.0 3 3076.0 7462.0 1.17
43 91 331.0 3 9143.0 9744.0 0.59
44 96 336.0 3 9870.0 1820.0 0.7
45 96 336.0 3 8578.0 1771.0 0.54
46 98 338.0 3 3990.0 1243.0 1.09
47 98 338.0 3 123.0 6420.0 0.74
48 102 342.0 3 2753.0 7329.0 1.38
49 106 346.0 3 4398.0 9744.0 0.55
50 107 347.0 3 2270.0 7975.0 1.73
51 109 349.0 3 83.0 2377.0 0.47
52 110 350.0 3 6316.0 430.0 1.47
53 113 353.0 3 1180.0 897.0 0.71
54 114 354.0 3 4501.0 4947.0 1.13
55 116 356.0 3 789.0 2407.0 1.66
56 118 358.0 3 5231.0 1711.0 0.62
57 118 358.0 3 4671.0 7140.0 0.66
58 119 359.0 3 3985.0 612.0 0.4
59 119 359.0 3 5573.0 1315.0 1.75
60 119 359.0 3 3018.0 8183.0 0.96
61 122 362.0 3 8946.0 2615.0 0.51
62 125 365.0 3 7135.0 9215.0 1.53
63 127 367.0 3 5404.0 8077.0 0.46
64 129 369.0 3 3800.0 2718.0 0.31
65 131 371.0 3 8791.0 2862.0 1.44
66 132 372.0 3 3732.0 4373.0 0.67
67 133 373.0 3 4044.0 1234.0 1.43
68 134 374.0 3 9300.0 7250.0 0.61
69 135 375.0 3 7027.0 2439.0 0.42
70 146 386.0 3 1965.0 1272.0 1.63
71 152 392.0 3 8051.0 6412.0 1.0
72 153 393.0 3 7907.0 6487.0 1.32
73 153 393.0 3 9744.0 2303.0 1.12
74 162 402.0 3 9145.0 4662.0 0.94
75 162 402.0 3 2800.0 4659.0 1.41
76 164 404.0 3 9126.0 4034.0 0.41
77 168 408.0 3 4231.0 674.0 0.91
78 170 410.0 3 5822.0 6709.0 1.69
79 171 411.0 3 4953.0 4486.0 0.98
80 174 414.0 3 9111.0 5346.0 1.11
81 175 415.0 3 4387.0 4776.0 1.97
82 177 417.0 3 3426.0 8126.0 0.8
83 178 418.0 3 6965.0 9790.0 0.49
84 183 423.0 3 3401.0 1547.0 0.35
85 187 427.0 3 4337.0 8385.0 1.28
86 188 428.0 3 5307.0 2531.0 0.53
87 188 428.0 3 8090.0 7589.0 1.88
88 191 431.0 3 7375.0 9453.0 1.88
89 191 431.0 3 2795.0 2310.0 1.26
90 193 433.0 3 8269.0 4904.0 1.0
91 195 435.0 3 7522.0 9151.0 1.96
92 196 436.0 3 4596.0 8044.0 1.03
93 198 438.0 3 3390.0 7621.0 1.63
94 198 438.0 3 6759.0 9698.0 1.19
95 199 439.0 3 5382.0 9977.0 0.32
96 200 440.0 3 6795.0 1157.0 0.3
97 201 441.0 3 4262.0 9614.0 0.46
98 201 441.0 3 1520.0 9282.0 1.61
99 202 442.0 3 5173.0 792.0 0.75
100 204 444.0 3 1887.0 9588.0 0.69
101 205 445.0 3 5085.0 5807.0 1.93
102 208 448.0 3 3317.0 2232.0 1.44
103 210 450.0 3 6676.0 6752.0 1.31
104 210 450.0 3 8741.0 2628.0 1.69
105 211 451.0 3 6521.0 96.0 0.8
106 212 452.0 3 2178.0 7611.0 1.46
107 212 452.0 3 3889.0 7575.0 0.37
108 215 455.0 3 4158.0 3180.0 0.52
109 217 457.0 3 8226.0 5190.0 0.9
110 218 458.0 3 6727.0 4553.0 0.46
111 219 459.0 3 2707.0 5186.0 1.0
112 220 460.0 3 3304.0 3144.0 0.6
113 220 460.0 3 182.0 3154.0 1.71
114 221 461.0 3 2218.0 5148.0 0.86
115 223 463.0 3 2401.0 2845.0 1.47
116 223 463.0 3 6520.0 3192.0 1.01
117 224 464.0 3 4507.0 9118.0 0.7
118 225 465.0 3 8836.0 1209.0 1.13
119 228 468.0 3 334.0 1271.0 0.33
120 232 472.0 3 6839.0 4694.0 0.43
121 241 481.0 3 6974.0 3365.0 1.94
122 244 484.0 3 4747.0 3797.0 0.78
123 245 485.0 3 495.0 1810.0 0.83
124 247 487.0 3 2958.0 8108.0 0.5
125 249 489.0 3 1993.0 8989.0 1.87
126 253 493.0 3 9155.0 5815.0 0.45
127 254 494.0 3 3589.0 9105.0 1.36
128 255 495.0 3 5126.0 4134.0 0.55
129 257 497.0 3 2398.0 5369.0 1.37
130 263 503.0 3 3918.0 2042.0 0.67
131 265 505.0 3 632.0 6108.0 1.68
132 265 505.0 3 777.0 8777.0 1.25
133 266 506.0 3 1484.0 6543.0 1.9
134 267 507.0 3 1164.0 3592.0 0.4
135 271 511.0 3 7459.0 4338.0 0.51
136 273 513.0 3 1838.0 7479.0 1.39
137 277 517.0 3 3381.0 7965.0 1.48
138 279 519.0 3 6399.0 6655.0 0.98
139 280 520.0 3 3692.0 1199.0 1.14
140 284 524.0 3 2797.0 5565.0 1.31
141 285 525.0 3 7278.0 8035.0 1.45
142 286 526.0 3 687.0 4934.0 1.08
143 287 527.0 3 5073.0 7125.0 0.83
144 289 529.0 3 8258.0 4451.0 1.69
145 292 532.0 3 3739.0 794.0 0.84
146 292 532.0 3 7609.0 3974.0 0.48
147 297 537.0 3 8605.0 5246.0 0.91
148 299 539.0 3 4808.0 24.0 1.32
149 299 539.0 3 4198.0 8054.0 1.4
150 299 539.0 3 1691.0 9824.0 0.9
